name,rating,price,capacity,price/gb,type,cache,form factor,interface,link
"Samsung 850 Pro 512 GB 2.5"" Solid State Drive",4.8,$279.81,512 GB,$0.547,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00LF10KTO?tag=bgfg-pc-builder-us-20
TEAMGROUP T-FORCE G70 PRO Graphene 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=TEAMGROUP+T-FORCE+G70+PRO+Graphene+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Western Digital Black SN850 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.8,$69.98,500 GB,$0.140,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08KFN1KT1?tag=bgfg-pc-builder-us-20
ADATA XPG SX6000 256 GB M.2-2280 PCIe 3.0 X2 NVME Solid State Drive,4.8,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X2,https://www.amazon.com/s?k=ADATA+XPG+SX6000+256+GB+M.2-2280+PCIe+3.0+X2+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 18 TB 3.5"" 7200 RPM Internal Hard Drive",,$349.99,18 TB,$0.019,7200 RPM,N/A,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08FY88FNG?tag=bgfg-pc-builder-us-20
"Samsung 840 Pro 256 GB 2.5"" Solid State Drive",4.9,,256 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Samsung+840+Pro+256+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Gigabyte AORUS Gen5 14000 2 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,2048 MB,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/s?k=Gigabyte+AORUS+Gen5+14000+2+TB+M.2-2280+PCIe+5.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Western Digital SanDisk Extreme 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Western+Digital+SanDisk+Extreme+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Inland TN320 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$54.99,1 TB,$0.055,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B0BRQRSM3K?tag=bgfg-pc-builder-us-20
"SanDisk Ultra 3D 1 TB 2.5"" Solid State Drive",4.5,$79.99,1 TB,$0.080,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=SanDisk+Ultra+3D+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
HP FX700 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=HP+FX700+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Vulcan Z 480 GB 2.5"" Solid State Drive",,$28.99,480 GB,$0.060,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09WMQQ68S?tag=bgfg-pc-builder-us-20
"Seagate IronWolf NAS 12 TB 3.5"" 7200 RPM Internal Hard Drive",,,12 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+IronWolf+NAS+12+TB+3.5%26quot%3B+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos X20 18 TB 3.5"" 7200 RPM Internal Hard Drive",,$418.28,18 TB,$0.023,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09MWLJ1P5?tag=bgfg-pc-builder-us-20
Silicon Power XS70 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$463.99,4 TB,$0.119,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09T2XVG16?tag=bgfg-pc-builder-us-20
Corsair MP600 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,$112.27,1 TB,$0.095,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09M8PRGPT?tag=bgfg-pc-builder-us-20
"Seagate FireCuda 4 TB 3.5"" 7200 RPM Internal Hard Drive",,$174.52,4 TB,$0.032,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09SBGV9Y3?tag=bgfg-pc-builder-us-20
Western Digital Blue SN570 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$169.99,2 TB,$0.085,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09JM8DJNS?tag=bgfg-pc-builder-us-20
Crucial P5 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.8,$148.99,1 TB,$0.120,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B087QRVVVH?tag=bgfg-pc-builder-us-20
Acer Predator GM7 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$449.00,4 TB,$0.112,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CHJG3ZSF?tag=bgfg-pc-builder-us-20
"Seagate IronWolf NAS 4 TB 3.5"" 5900 RPM Internal Hard Drive",4.9,$102.00,4 TB,$0.021,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01LOOJBQY?tag=bgfg-pc-builder-us-20
Gigabyte Gen3 2500E 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$145.00,500 GB,$0.290,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B0BF4Y8B29?tag=bgfg-pc-builder-us-20
"VisionTek 901409 8 TB 2.5"" Solid State Drive",,$1599.99,8 TB,$0.200,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=VisionTek+901409+8+TB+2.5%26quot%3B+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Western Digital Black SN750 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.8,$287.99,2 TB,$0.144,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07M9VXSXG?tag=bgfg-pc-builder-us-20
Corsair MP600 PRO LPX 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$578.99,4 TB,$0.145,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09Q2N9QGQ?tag=bgfg-pc-builder-us-20
Western Digital Black SN750 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,$59.99,500 GB,$0.120,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07MC2Q81D?tag=bgfg-pc-builder-us-20
"Samsung 840 Evo 120 GB 2.5"" Solid State Drive",4.9,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Samsung+840+Evo+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos X14 14 TB 3.5"" 7200 RPM Internal Hard Drive",,$349.99,14 TB,$0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07RQZJ347?tag=bgfg-pc-builder-us-20
"Western Digital Blue 4 TB 3.5"" 5400 RPM Internal Hard Drive",4.7,$110.99,4 TB,$0.025,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B013HNYV8I?tag=bgfg-pc-builder-us-20
Corsair MP600 PRO NH 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$534.99,4 TB,$0.125,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BJKXXW9X?tag=bgfg-pc-builder-us-20
Sabrent Rocket 4.0 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.8,$79.98,500 GB,$0.100,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B07XFGPFZK?tag=bgfg-pc-builder-us-20
Klevv CRAS C930 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$119.99,2 TB,$0.060,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CBSR73Q3?tag=bgfg-pc-builder-us-20
HP 35M34AA#ABA 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=HP+35M34AA%23ABA+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Intel 660p 2.048 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,$149.99,2.048 TB,$0.073,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07GCLLKDC?tag=bgfg-pc-builder-us-20
Intenso Top Performance 512 GB M.2-2280 SATA Solid State Drive,3.0,$125.00,512 GB,$0.244,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B0776YFLWL?tag=bgfg-pc-builder-us-20
"Seagate Archive HDD v2 5 TB 3.5"" 5900 RPM Internal Hard Drive",,$499.00,5 TB,$0.100,5900 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00PG8X7NI?tag=bgfg-pc-builder-us-20
KingSpec XG7000 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=KingSpec+XG7000+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Integral V Series Plus 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Integral+V+Series+Plus+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate ST500LM000 500 GB 2.5"" 5400 RPM Hybrid Internal Hard Drive",3.8,$21.99,500 GB,$0.044,Hybrid,64 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00B99JU5M?tag=bgfg-pc-builder-us-20
Crucial P2 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.8,$164.99,2 TB,$0.082,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08GVDNTGJ?tag=bgfg-pc-builder-us-20
"ADATA Ultimate SU650 960 GB 2.5"" Solid State Drive",,$67.98,960 GB,$0.071,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07HCQ618F?tag=bgfg-pc-builder-us-20
"Western Digital Caviar Green 2 TB 3.5"" 5400 RPM Internal Hard Drive",3.5,$130.00,2 TB,$0.065,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B001RB1TIS?tag=bgfg-pc-builder-us-20
TEAMGROUP A440 Lite 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$129.99,2 TB,$0.065,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CQJYGK75?tag=bgfg-pc-builder-us-20
TEAMGROUP T-FORCE G70 PRO Graphene 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,4 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=TEAMGROUP+T-FORCE+G70+PRO+Graphene+4+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"SanDisk SSD PLUS 120 GB 2.5"" Solid State Drive",4.6,$78.14,120 GB,$0.651,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01F9G414U?tag=bgfg-pc-builder-us-20
"Kingston KC600 2.048 TB 2.5"" Solid State Drive",,$228.08,2.048 TB,$0.111,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0844VCW7Q?tag=bgfg-pc-builder-us-20
Seagate BarraCuda Q5 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,$64.98,500 GB,$0.130,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08LB86XJW?tag=bgfg-pc-builder-us-20
ADATA LEGEND 960 MAX 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$119.99,1 TB,$0.120,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BM53TGSX?tag=bgfg-pc-builder-us-20
Crucial T500 W/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$73.98,1 TB,$0.074,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CK2S298S?tag=bgfg-pc-builder-us-20
"ADATA SU630 480 GB 2.5"" Solid State Drive",5.0,$57.84,480 GB,$0.083,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07KQXZKBN?tag=bgfg-pc-builder-us-20
"Seagate BarraCuda 500 GB 3.5"" 5400 RPM Internal Hard Drive",4.5,$32.00,500 GB,$0.064,5400 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01IEKG3TY?tag=bgfg-pc-builder-us-20
"Seagate SkyHawk Surveillance 4 TB 3.5"" 7200 RPM Internal Hard Drive",4.0,$87.99,4 TB,$0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08WCM2C7T?tag=bgfg-pc-builder-us-20
Intel 665p 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.6,$112.99,1 TB,$0.113,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B086SMLPLY?tag=bgfg-pc-builder-us-20
Corsair MP600 PRO NH 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$214.99,2 TB,$0.107,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BJKV2MZ6?tag=bgfg-pc-builder-us-20
Mushkin Vortex Redline 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$127.99,1 TB,$0.128,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09T5SPLRR?tag=bgfg-pc-builder-us-20
Corsair MP700 Elite w/Heatsink 2 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,$259.99,2 TB,$0.127,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/dp/B0DKNZ2BJN?tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro NAS 8 TB 3.5"" 7200 RPM Internal Hard Drive",,$209.99,8 TB,$0.026,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0B94M13NH?tag=bgfg-pc-builder-us-20
"Toshiba P300 1 TB 3.5"" 7200 RPM Internal Hard Drive",4.7,$49.99,1 TB,$0.050,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+P300+1+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Intel 320 600 GB 2.5"" Solid State Drive",,,600 GB,N/A,SSD,N/A,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Intel+320+600+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Corsair MP600 PRO LPX 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$119.99,2 TB,$0.060,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BWYWN6NG?tag=bgfg-pc-builder-us-20
Seagate FireCuda 530 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,$713.20,4 TB,$0.137,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0971DZ4YF?tag=bgfg-pc-builder-us-20
"Leven JS600 2 TB 2.5"" Solid State Drive",,$98.99,2 TB,$0.049,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08M97SLRP?tag=bgfg-pc-builder-us-20
Western Digital Blue 500 GB M.2-2280 SATA Solid State Drive,4.8,$69.98,500 GB,$0.140,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B073SBX6TY?tag=bgfg-pc-builder-us-20
Western Digital Black SN850 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.9,$219.99,2 TB,$0.110,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08KFRFL8F?tag=bgfg-pc-builder-us-20
"ADATA SU800 512 GB 2.5"" Solid State Drive",4.8,$101.49,512 GB,$0.198,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01K8A29CS?tag=bgfg-pc-builder-us-20
Western Digital Blue SN570 250 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,$34.99,250 GB,$0.140,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09HKGGPLR?tag=bgfg-pc-builder-us-20
Silicon Power A55 128 GB M.2-2280 SATA Solid State Drive,,$16.98,128 GB,$0.133,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B079X7K6VP?tag=bgfg-pc-builder-us-20
Sabrent Rocket Q 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$79.98,1 TB,$0.080,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07ZZYWTBP?tag=bgfg-pc-builder-us-20
Crucial P5 Plus W/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$119.99,2 TB,$0.060,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0C34Y8C8L?tag=bgfg-pc-builder-us-20
"Western Digital Gold 22 TB 3.5"" 7200 RPM Internal Hard Drive",,$594.50,22 TB,$0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0B5W2ZM58?tag=bgfg-pc-builder-us-20
"Western Digital Blue 1 TB 2.5"" 5400 RPM Internal Hard Drive",4.3,,1 TB,N/A,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+Blue+1+TB+2.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Corsair MP600 CORE 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$790.00,4 TB,$0.146,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08TB1PJBT?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Cardea Z540 4 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,$399.99,4 TB,$0.100,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/dp/B0CVQB13KS?tag=bgfg-pc-builder-us-20
Orico J-10 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Orico+J-10+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Patriot Burst Elite 960 GB 2.5"" Solid State Drive",,$51.99,960 GB,$0.054,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08LKNLF7K?tag=bgfg-pc-builder-us-20
"Western Digital Black 500 GB 2.5"" 7200 RPM Internal Hard Drive",4.5,$29.99,500 GB,$0.060,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00QFXOL5G?tag=bgfg-pc-builder-us-20
Mushkin Vortex Redline 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$235.77,2 TB,$0.118,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09T5DGV6R?tag=bgfg-pc-builder-us-20
Sabrent Rocket 4 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$199.99,2 TB,$0.100,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CZJX3XFP?tag=bgfg-pc-builder-us-20
ADATA XPG GAMMIX S11 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.7,$113.99,1 TB,$0.114,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07KZNTZYB?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Create Classic 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$149.99,2 TB,$0.075,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08VVTP662?tag=bgfg-pc-builder-us-20
"Patriot Burst Elite 240 GB 2.5"" Solid State Drive",,$18.98,240 GB,$0.079,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08LK8ZYJ1?tag=bgfg-pc-builder-us-20
Silicon Power A55 512 GB M.2-2280 SATA Solid State Drive,,$27.99,512 GB,$0.055,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B07FPKTBTH?tag=bgfg-pc-builder-us-20
ADATA XPG SX8200 Pro 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+XPG+SX8200+Pro+2+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 6 TB 3.5"" 7200 RPM Internal Hard Drive",4.0,$165.00,6 TB,$0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07SZ3FM44?tag=bgfg-pc-builder-us-20
Kingston Fury Renegade with Heat Sink 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$103.73,1 TB,$0.104,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BJL61R71?tag=bgfg-pc-builder-us-20
Gigabyte Gen3 2500E 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$62.99,1 TB,$0.063,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B0BHM59TQB?tag=bgfg-pc-builder-us-20
Western Digital SN530 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$34.99,512 GB,$0.068,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09X2QL5SP?tag=bgfg-pc-builder-us-20
Intel 670p 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$145.97,2 TB,$0.063,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08X4XL71S?tag=bgfg-pc-builder-us-20
SK Hynix Platinum P41 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$104.99,500 GB,$0.210,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09QX5K5LS?tag=bgfg-pc-builder-us-20
Western Digital Blue 1 TB M.2-2280 SATA Solid State Drive,4.9,$109.99,1 TB,$0.110,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B073SB2MXT?tag=bgfg-pc-builder-us-20
Intel 670p 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$47.99,512 GB,$0.094,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08X4YHJ7L?tag=bgfg-pc-builder-us-20
"ADATA Ultimate SU650 240 GB 2.5"" Solid State Drive",4.2,$26.04,240 GB,$0.108,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+Ultimate+SU650+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate BarraCuda Pro Compute 1 TB 2.5"" 7200 RPM Internal Hard Drive",4.9,$57.33,1 TB,$0.057,7200 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B078TJ17QF?tag=bgfg-pc-builder-us-20
"Lexar NS100 512 GB 2.5"" Solid State Drive",,$130.00,512 GB,$0.254,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07TSHMPPM?tag=bgfg-pc-builder-us-20
ADATA XPG SPECTRIX S40G RGB 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.3,$49.99,512 GB,$0.098,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07SNNFD4N?tag=bgfg-pc-builder-us-20
Samsung 950 PRO 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,,256 GB,N/A,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Samsung+950+PRO+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
PNY CS1030 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$39.99,500 GB,$0.076,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08M25YBY3?tag=bgfg-pc-builder-us-20
"SanDisk Ultra 3D 500 GB 2.5"" Solid State Drive",4.9,$49.99,500 GB,$0.100,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=SanDisk+Ultra+3D+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Green 120 GB 2.5"" Solid State Drive",4.2,$43.99,120 GB,$0.367,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B076XWDN6V?tag=bgfg-pc-builder-us-20
PNY CS2241 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,500 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=PNY+CS2241+500+GB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP GX2 512 GB 2.5"" Solid State Drive",4.9,$34.99,512 GB,$0.068,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07NRMXWHW?tag=bgfg-pc-builder-us-20
