name,rating,price,capacity,price/gb,type,cache,form factor,interface,link
"Kingston HyperX 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Kingston+HyperX+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba MK7559GSXP 750 GB 2.5"" 5400 RPM Internal Hard Drive",3.3,$62.50,750 GB,$0.083,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B003YGEPHG?tag=bgfg-pc-builder-us-20
"Seagate Constellation ES.2 2 TB 3.5"" 7200 RPM Internal Hard Drive",,$130.00,2 TB,$0.065,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B007TS4NFO?tag=bgfg-pc-builder-us-20
"ADATA XPG SX900 512 GB 2.5"" Solid State Drive",5.0,,512 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=ADATA+XPG+SX900+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital RE4 2 TB 3.5"" 7200 RPM Internal Hard Drive",,,2 TB,N/A,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+RE4+2+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"OCZ Agility 4 256 GB 2.5"" Solid State Drive",3.7,,256 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=OCZ+Agility+4+256+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Momentus Thin 320 GB 2.5"" 7200 RPM Internal Hard Drive",,,320 GB,N/A,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Seagate+Momentus+Thin+320+GB+2.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Hitachi 0A78743 320 GB 2.5"" 7200 RPM Internal Hard Drive",,$54.00,320 GB,$0.169,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B0056C6W7W?tag=bgfg-pc-builder-us-20
"Crucial V4 256 GB 2.5"" Solid State Drive",,,256 GB,N/A,SSD,N/A,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Crucial+V4+256+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Apacer AS350 PANTHER 240 GB 2.5"" Solid State Drive",,,240 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Apacer+AS350+PANTHER+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Create Expert 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$329.99,1 TB,$0.330,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09499DS42?tag=bgfg-pc-builder-us-20
Sabrent Rocket 4.0 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$283.93,2 TB,$0.142,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Sabrent+Rocket+4.0+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA XPG GAMMIX S41 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+XPG+GAMMIX+S41+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Mushkin ALPHA 8 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,8 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Mushkin+ALPHA+8+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
SanDisk Ultra 250 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,250 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=SanDisk+Ultra+250+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Mushkin SOURCE 2 1 TB 2.5"" Solid State Drive",,$69.98,1 TB,$0.070,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07X593YH3?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Cardea II TUF Gaming Alliance 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,500 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Cardea+II+TUF+Gaming+Alliance+500+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
HP EX900 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=HP+EX900+Pro+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Addlink S95 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Addlink+S95+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Addlink S68 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Addlink+S68+512+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Addlink S20 256 GB 2.5"" Solid State Drive",,$21.88,256 GB,$0.085,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0791DC3PW?tag=bgfg-pc-builder-us-20
Seagate IronWolf 525 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$114.99,500 GB,$0.230,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09BCY7PD7?tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 125 1.92 TB 2.5"" Solid State Drive",,,1.92 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+IronWolf+Pro+125+1.92+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA ATOM 40 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+ATOM+40+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA ATOM 50 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$174.99,2 TB,$0.087,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09JHMVSMH?tag=bgfg-pc-builder-us-20
Seagate FireCuda 510 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,500 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Seagate+FireCuda+510+500+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA Legend 740 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$35.99,500 GB,$0.072,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09J1RY9ZJ?tag=bgfg-pc-builder-us-20
PNY CS2130 8 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,8 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=PNY+CS2130+8+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Leven JS600 512 GB 2.5"" Solid State Drive",,$27.99,512 GB,$0.055,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07YBZKK63?tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta R RGB 500 GB 2.5"" Solid State Drive",,,500 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+R+RGB+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Cardea IOPS 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$89.99,1 TB,$0.090,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08SRG4HP5?tag=bgfg-pc-builder-us-20
TEAMGROUP Cardea Z440 TUF Gaming Alliance 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=TEAMGROUP+Cardea+Z440+TUF+Gaming+Alliance+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta S TUF Gaming RGB 500 GB 2.5"" Solid State Drive",,,500 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+S+TUF+Gaming+RGB+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Klevv CRAS C720 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Klevv+CRAS+C720+512+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Inland Professional 128 GB 2.5"" Solid State Drive",4.0,$17.48,128 GB,$0.137,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B088KLN1HF?tag=bgfg-pc-builder-us-20
Inland Prime 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$54.99,500 GB,$0.110,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09GFKNZVL?tag=bgfg-pc-builder-us-20
"TEAMGROUP CX1 960 GB 2.5"" Solid State Drive",,$60.99,960 GB,$0.064,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08M5NYNPH?tag=bgfg-pc-builder-us-20
"HP S650 960 GB 2.5"" Solid State Drive",,,960 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=HP+S650+960+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Western Digital SN520 128 GB M.2-2242 PCIe 3.0 X2 NVME Solid State Drive,,,128 GB,N/A,SSD,N/A,M.2-2242,M.2 PCIe 3.0 X2,https://www.amazon.com/s?k=Western+Digital+SN520+128+GB+M.2-2242+PCIe+3.0+X2+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Timetec 35TTM8SSATA 256 GB M.2-2280 SATA Solid State Drive,,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Timetec+35TTM8SSATA+256+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Toshiba XG6 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Toshiba+XG6+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Nextorage NEM-PA 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Nextorage+NEM-PA+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos X16 14 TB 3.5"" 7200 RPM Internal Hard Drive",,,14 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Exos+X16+14+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
ADATA LEGEND 700 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,500 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+LEGEND+700+500+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Mushkin Source HC 8 TB 2.5"" Solid State Drive",,,8 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Mushkin+Source+HC+8+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Gigabyte AORUS Gen4 7000s Premium 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$339.99,2 TB,$0.170,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B083GTFNYH?tag=bgfg-pc-builder-us-20
Western Digital SN530 SED 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$76.99,256 GB,$0.301,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Western+Digital+SN530+SED+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Lexar NM700 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Lexar+NM700+512+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Fantom Drives VENOM8 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$419.92,4 TB,$0.105,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BF7533LC?tag=bgfg-pc-builder-us-20
Fantom Drives VENOM8 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$1049.95,8 TB,$0.131,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BPN8S821?tag=bgfg-pc-builder-us-20
Addlink S90 Lite 512 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$33.44,512 GB,$0.065,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BGKRQLJ5?tag=bgfg-pc-builder-us-20
VisionTek DLX4 Pro 512 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$78.12,512 GB,$0.153,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0C43HH714?tag=bgfg-pc-builder-us-20
Nextorage NE5N 1 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,$159.99,1 TB,$0.160,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/s?k=Nextorage+NE5N+1+TB+M.2-2280+PCIe+5.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Leven JPS850 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Leven+JPS850+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Leven JPS850 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,4 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Leven+JPS850+4+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Oyen Digital E12S-8000N28A 8 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,8 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Oyen+Digital+E12S-8000N28A+8+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba DT01-V 2 TB 3.5"" 5940 RPM Internal Hard Drive",,,2 TB,N/A,5940 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+DT01-V+2+TB+3.5%22+5940+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Transcend MTE245S 250 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,250 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Transcend+MTE245S+250+GB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
TEAMGROUP T-FORCE G50 PRO 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=TEAMGROUP+T-FORCE+G50+PRO+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
TEAMGROUP T-FORCE G70 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=TEAMGROUP+T-FORCE+G70+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Transcend 830S 256 GB M.2-2280 SATA Solid State Drive,,$30.27,256 GB,$0.116,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B07KG1283L?tag=bgfg-pc-builder-us-20
Seagate FireCuda 540 w/Heatsink 1 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/s?k=Seagate+FireCuda+540+w%2FHeatsink+1+TB+M.2-2280+PCIe+5.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"OWC Mercury Electra 6G 500 GB 2.5"" Solid State Drive",,$64.98,500 GB,$0.130,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09R216QDJ?tag=bgfg-pc-builder-us-20
AGI AI838 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=AGI+AI838+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
AGI AI198 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=AGI+AI198+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
MSI SPATIUM M480 PRO HS 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=MSI+SPATIUM+M480+PRO+HS+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
MSI SPATIUM M480 PRO HS 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,4 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=MSI+SPATIUM+M480+PRO+HS+4+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Seagate BarraCuda 520 512 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Seagate+BarraCuda+520+512+GB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Seagate BarraCuda 520 4.096 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,4.096 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Seagate+BarraCuda+520+4.096+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Seagate BarraCuda 530 512 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Seagate+BarraCuda+530+512+GB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Gigabyte AI TOP 100E 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Gigabyte+AI+TOP+100E+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Apacer AS2280P4U Pro 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Apacer+AS2280P4U+Pro+2+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Gigabyte AI TOP UD 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Gigabyte+AI+TOP+UD+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
OWC Aura Pro IV 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,4 TB,$0.094,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=OWC+Aura+Pro+IV+4+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Integral 2020 128 GB M.2-2280 SATA Solid State Drive,,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Integral+2020+128+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Integral MO-300 128 GB mSATA Solid State Drive,,,128 GB,N/A,SSD,N/A,mSATA,mSATA,https://www.amazon.com/s?k=Integral+MO-300+128+GB+mSATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Orico e7400 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Orico+e7400+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Corsair MP600 MINI 2 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,$229.99,2 TB,$0.115,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0D42CPWT8?tag=bgfg-pc-builder-us-20
KingSpec XF 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,$73.99,1 TB,$0.074,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CN9CD9JF?tag=bgfg-pc-builder-us-20
Micron 2400 2 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,$179.95,2 TB,$0.090,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BV1GXT31?tag=bgfg-pc-builder-us-20
Fantom Drives VenomX 2 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Fantom+Drives+VenomX+2+TB+M.2-2230+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Integral V Series 2 4 TB 2.5"" Solid State Drive",,,4 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Integral+V+Series+2+4+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Exos 7E10 512e/4Kn 4 TB 3.5"" 7200 RPM Internal Hard Drive",,$152.54,4 TB,$0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09FH8C4QS?tag=bgfg-pc-builder-us-20
Silicon Power UD90 2 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Silicon+Power+UD90+2+TB+M.2-2230+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Lexar PLAY 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$254.95,4 TB,$0.064,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0DB9JT3XL?tag=bgfg-pc-builder-us-20
"Toshiba DT01ACA 2 TB 3.5"" 7200 RPM Internal Hard Drive",5.0,$82.45,2 TB,$0.041,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00AJMF4O6?tag=bgfg-pc-builder-us-20
Integral M2 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,500 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Integral+M2+500+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Inland TN446 512 GB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,$49.99,512 GB,$0.098,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BYW5YFK6?tag=bgfg-pc-builder-us-20
Integral 2020 2 TB M.2-2280 SATA Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Integral+2020+2+TB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Enterprise Capacity 1 TB 3.5"" 7200 RPM Internal Hard Drive",,$92.51,1 TB,$0.093,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01G3S9MLU?tag=bgfg-pc-builder-us-20
"Seagate SkyHawk Surveillance 10 TB 3.5"" 7200 RPM Internal Hard Drive",,$289.99,10 TB,$0.029,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07J3212N5?tag=bgfg-pc-builder-us-20
"Toshiba N300 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$296.00,6 TB,$0.049,7200 RPM,N/A,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09BDDFZKN?tag=bgfg-pc-builder-us-20
