name,rating,price,type,efficiency rating,wattage,modular,link
XFX P1-650X-XXB9 650 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.4,,ATX,80+ Bronze,650 W,Semi,https://www.amazon.com/s?k=XFX+P1-650X-XXB9+650+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax REVOLUTION SFX 650 W 80+ Gold Certified Fully Modular SFX Power Supply,5.0,$100.98,SFX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Enermax+REVOLUTION+SFX+650+W+80%2B+Gold+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master MWE White V2 230V 450 W 80+ Certified ATX Power Supply,,,ATX,80+,450 W,No,https://www.amazon.com/s?k=Cooler+Master+MWE+White+V2+230V+450+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax CYBERBRON 700 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,700 W,No,https://www.amazon.com/s?k=Enermax+CYBERBRON+700+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
GameMax GM 500 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,500 W,Semi,https://www.amazon.com/s?k=GameMax+GM+500+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax REVOLUTION X't II 750 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,750 W,Semi,https://www.amazon.com/s?k=Enermax+REVOLUTION+X%26%23x27%3Bt+II+750+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group Dagger 600 600 W 80+ Gold Certified Fully Modular SFX Power Supply,4.8,,SFX,80+ Gold,600 W,Full,https://www.amazon.com/s?k=FSP+Group+Dagger+600+600+W+80%2B+Gold+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master Silent Pro M2 720 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.2,,ATX,80+ Bronze,720 W,Semi,https://www.amazon.com/s?k=Cooler+Master+Silent+Pro+M2+720+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xigmatek ACXTNRP-PC502 500 W 80+ Bronze Certified ATX Power Supply,3.0,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=Xigmatek+ACXTNRP-PC502+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic X 650 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$299.00,ATX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B002VA7RPS?tag=bgfg-pc-builder-us-20
Rosewill LEPTON 500 W 80+ Gold Certified Semi-modular ATX Power Supply,4.7,,ATX,80+ Gold,500 W,Semi,https://www.amazon.com/s?k=Rosewill+LEPTON+500+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
RIOTORO BUILDER 600 W 80+ Certified ATX Power Supply,,,ATX,80+,600 W,No,https://www.amazon.com/s?k=RIOTORO+BUILDER+600+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey MBP HM 750 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,750 W,Semi,https://www.amazon.com/s?k=Sentey+MBP+HM+750+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group FSP270-60LE 270 W 80+ Certified Mini ITX Power Supply,,,Mini ITX,80+,270 W,No,https://www.amazon.com/s?k=FSP+Group+FSP270-60LE+270+W+80%2B+Certified+Mini+ITX+Power+Supply&tag=bgfg-pc-builder-us-20
NZXT HALE82 V2 700W 700 W 80+ Bronze Certified Fully Modular ATX Power Supply,4.0,,ATX,80+ Bronze,700 W,Full,https://www.amazon.com/s?k=NZXT+HALE82+V2+700W+700+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec NeoECO Classic 650 W 80+ Bronze Certified ATX Power Supply,5.0,,ATX,80+ Bronze,650 W,No,https://www.amazon.com/s?k=Antec+NeoECO+Classic+650+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic Platinum 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/s?k=SeaSonic+Platinum+1200+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master V1000 Platinum 1000 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$265.00,ATX,80+ Platinum,1000 W,Full,https://www.amazon.com/dp/B07NQTRVLZ?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 750 PQ 750 W 80+ Platinum Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Platinum,750 W,Semi,https://www.amazon.com/s?k=EVGA+SuperNOVA+750+PQ+750+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Zalman TeraMax II 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=Zalman+TeraMax+II+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Cobra 1000 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Semi,https://www.amazon.com/s?k=Raidmax+Cobra+1000+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic S12II 750 W 80+ Bronze Certified Fully Modular ATX Power Supply,4.6,,ATX,80+ Bronze,750 W,Full,https://www.amazon.com/s?k=SeaSonic+S12II+750+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey SDP550-SS 550 W 80+ Certified ATX Power Supply,,,ATX,80+,550 W,No,https://www.amazon.com/s?k=Sentey+SDP550-SS+550+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec True Power 550 W 80+ Gold Certified ATX Power Supply,4.0,,ATX,80+ Gold,550 W,No,https://www.amazon.com/s?k=Antec+True+Power+550+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax MAXREVO SLI 1350 W 80+ Gold Certified Fully Modular ATX Power Supply,,$368.99,ATX,80+ Gold,1350 W,Full,https://www.amazon.com/dp/B0051VVU6G?tag=bgfg-pc-builder-us-20
Enermax ENERMAX Platimax D.F. Series EPF1050EWT 1050W ATX12V 80 PLUS PLATINUM Certified Full Modular Active PFC Power Supply 1050 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$269.98,ATX,80+ Platinum,1050 W,Full,https://www.amazon.com/s?k=Enermax+ENERMAX+Platimax+D.F.+Series+EPF1050EWT+1050W+ATX12V+80+PLUS+PLATINUM+Certified+Full+Modular+Active+PFC+Power+Supply+1050+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
KOLINK KL-1000M 1000 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,1000 W,Semi,https://www.amazon.com/s?k=KOLINK+KL-1000M+1000+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
In Win P75 750 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=In+Win+P75+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
In Win P85 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,$138.87,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B089QWV81T?tag=bgfg-pc-builder-us-20
XFX XTR 550 W 80+ Gold Certified Fully Modular ATX Power Supply,4.9,,ATX,80+ Gold,550 W,Full,https://www.amazon.com/s?k=XFX+XTR+550+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Fractal Design Edison M 450 W 80+ Gold Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Gold,450 W,Semi,https://www.amazon.com/s?k=Fractal+Design+Edison+M+450+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cougar VTE X2 600 W 80+ Certified ATX Power Supply,,$59.99,ATX,80+,600 W,No,https://www.amazon.com/s?k=Cougar+VTE+X2+600+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cougar VTE X2 750 W 80+ Certified ATX Power Supply,,$82.98,ATX,80+,750 W,No,https://www.amazon.com/dp/B0B9HRHBYR?tag=bgfg-pc-builder-us-20
Silverstone Strider 500 W 80+ Bronze Certified ATX Power Supply,3.0,$55.99,ATX,80+ Bronze,500 W,No,https://www.amazon.com/dp/B00PSFDF5O?tag=bgfg-pc-builder-us-20
Corsair Vengeance 500 500 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=Corsair+Vengeance+500+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic X 1050 W 80+ Gold Certified Fully Modular ATX Power Supply,4.8,,ATX,80+ Gold,1050 W,Full,https://www.amazon.com/s?k=SeaSonic+X+1050+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
HEC HEC250SRT 250 W SFX Power Supply,,,SFX,N/A,250 W,No,https://www.amazon.com/s?k=HEC+HEC250SRT+250+W+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master eXtreme Power Plus 700 W ATX Power Supply,4.0,,ATX,N/A,700 W,No,https://www.amazon.com/s?k=Cooler+Master+eXtreme+Power+Plus+700+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
OCZ ModXStream Pro 500 W 80+ Certified Semi-modular ATX Power Supply,4.4,,ATX,80+,500 W,Semi,https://www.amazon.com/s?k=OCZ+ModXStream+Pro+500+W+80%2B+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake TR2 450 W 80+ Bronze Certified ATX Power Supply,4.0,,ATX,80+ Bronze,450 W,No,https://www.amazon.com/s?k=Thermaltake+TR2+450+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic SS-460FL Active PFC F3 460 W 80+ Platinum Certified Fully Modular Fanless ATX Power Supply,5.0,,ATX,80+ Platinum,460 W,Full,https://www.amazon.com/s?k=SeaSonic+SS-460FL+Active+PFC+F3+460+W+80%2B+Platinum+Certified+Fully+Modular+Fanless+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax XT 300 W ATX Power Supply,4.0,$27.99,ATX,N/A,300 W,No,https://www.amazon.com/dp/B0714K8QLJ?tag=bgfg-pc-builder-us-20
NOX URANO TX 850 W ATX Power Supply,,,ATX,N/A,850 W,No,https://www.amazon.com/s?k=NOX+URANO+TX+850+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec NeoECO V2 650 W 80+ Bronze Certified Semi-modular ATX Power Supply,,$109.73,ATX,80+ Bronze,650 W,Semi,https://www.amazon.com/dp/B0716GK7Z6?tag=bgfg-pc-builder-us-20
SeaSonic CORE GC-500 500 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,500 W,No,https://www.amazon.com/s?k=SeaSonic+CORE+GC-500+500+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax MarbleBron 850 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,850 W,Semi,https://www.amazon.com/s?k=Enermax+MarbleBron+850+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Leadex III Super Pro 750 W 80+ Bronze Certified Fully Modular ATX Power Supply,,$109.99,ATX,80+ Bronze,750 W,Full,https://www.amazon.com/dp/B08H1BXB4T?tag=bgfg-pc-builder-us-20
GAMDIAS ASTRAPE M1 B 650 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,650 W,No,https://www.amazon.com/s?k=GAMDIAS+ASTRAPE+M1+B+650+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec EA-750 Platinum 750 W 80+ Platinum Certified ATX Power Supply,5.0,,ATX,80+ Platinum,750 W,No,https://www.amazon.com/s?k=Antec+EA-750+Platinum+750+W+80%2B+Platinum+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power AP-MFATX30 300 W 80+ Bronze Certified Mini ITX Power Supply,,,Mini ITX,80+ Bronze,300 W,No,https://www.amazon.com/s?k=Athena+Power+AP-MFATX30+300+W+80%2B+Bronze+Certified+Mini+ITX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! PURE POWER 9 CM 600 W 80+ Silver Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Silver,600 W,Semi,https://www.amazon.com/s?k=be+quiet%21+PURE+POWER+9+CM+600+W+80%2B+Silver+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA 700 GQ 700 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,700 W,Semi,https://www.amazon.com/s?k=EVGA+700+GQ+700+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Phanteks AMP 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,$149.99,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/dp/B09BDTQVWG?tag=bgfg-pc-builder-us-20
be quiet! Dark Power Pro 11 550 W 80+ Platinum Certified Semi-modular ATX Power Supply,,$139.90,ATX,80+ Platinum,550 W,Semi,https://www.amazon.com/s?k=be+quiet%21+Dark+Power+Pro+11+550+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA 650 GD 650 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,650 W,No,https://www.amazon.com/s?k=EVGA+650+GD+650+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Zalman TX 700 W ATX Power Supply,1.0,,ATX,N/A,700 W,No,https://www.amazon.com/s?k=Zalman+TX+700+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic G 750 W 80+ Gold Certified Semi-modular ATX Power Supply,4.9,,ATX,80+ Gold,750 W,Semi,https://www.amazon.com/s?k=SeaSonic+G+750+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sparkle R-FSP400-60ETN 400 W 80+ Platinum Certified ATX Power Supply,,,ATX,80+ Platinum,400 W,No,https://www.amazon.com/s?k=Sparkle+R-FSP400-60ETN+400+W+80%2B+Platinum+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master MASTERWATT MAKER MIJ 1200 W 80+ Titanium Certified Fully Modular ATX Power Supply,,,ATX,80+ Titanium,1200 W,Full,https://www.amazon.com/s?k=Cooler+Master+MASTERWATT+MAKER+MIJ+1200+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Corsair CX850M V2 (2017 Edition) 850 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,850 W,Semi,https://www.amazon.com/s?k=Corsair+CX850M+V2+%282017+Edition%29+850+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power L8 600 W 80+ Bronze Certified ATX Power Supply,4.0,,ATX,80+ Bronze,600 W,No,https://www.amazon.com/s?k=be+quiet%21+Pure+Power+L8+600+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax Platimax 1350 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,1350 W,Full,https://www.amazon.com/s?k=Enermax+Platimax+1350+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 1000 PQ 1000 W 80+ Platinum Certified Semi-modular ATX Power Supply,,,ATX,80+ Platinum,1000 W,Semi,https://www.amazon.com/s?k=EVGA+SuperNOVA+1000+PQ+1000+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Litepower 350 W ATX Power Supply,5.0,,ATX,N/A,350 W,No,https://www.amazon.com/s?k=Thermaltake+Litepower+350+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Corsair TX850 V2 850 W 80+ Bronze Certified ATX Power Supply,4.5,$159.99,ATX,80+ Bronze,850 W,No,https://www.amazon.com/dp/B004MYFODS?tag=bgfg-pc-builder-us-20
Antec High Current Pro 850 W 80+ Gold Certified Semi-modular ATX Power Supply,4.3,,ATX,80+ Gold,850 W,Semi,https://www.amazon.com/s?k=Antec+High+Current+Pro+850+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec Earthwatts 500 W 80+ Bronze Certified ATX Power Supply,4.0,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=Antec+Earthwatts+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Nfortec Sagitta RGB 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Nfortec+Sagitta+RGB+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XFX PRO Black Edition 850 W 80+ Gold Certified Fully Modular ATX Power Supply,4.8,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=XFX+PRO+Black+Edition+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Straight Power 10 CM 500 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,500 W,Semi,https://www.amazon.com/s?k=be+quiet%21+Straight+Power+10+CM+500+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power L8 530 W 80+ Bronze Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Bronze,530 W,Semi,https://www.amazon.com/s?k=be+quiet%21+Pure+Power+L8+530+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA 500 BT 500 W 80+ Bronze Certified ATX Power Supply,,$124.15,ATX,80+ Bronze,500 W,No,https://www.amazon.com/dp/B07QWNQQKQ?tag=bgfg-pc-builder-us-20
Fractal Design Anode Bronze 650 W 80+ Bronze Certified Semi-modular ATX Power Supply,,$132.47,ATX,80+ Bronze,650 W,Semi,https://www.amazon.com/dp/B09NMBGN3C?tag=bgfg-pc-builder-us-20
Xilence XP850MR9.2 850 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,850 W,Semi,https://www.amazon.com/s?k=Xilence+XP850MR9.2+850+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone Essential 650 W 80+ Gold Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Gold,650 W,Semi,https://www.amazon.com/s?k=Silverstone+Essential+650+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermalright TG 1200 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1200 W,Full,https://www.amazon.com/s?k=Thermalright+TG+1200+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec Signature Platinum 1000 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$206.13,ATX,80+ Platinum,1000 W,Full,https://www.amazon.com/dp/B0895DBGH9?tag=bgfg-pc-builder-us-20
Xilence XP550R9 550 W 80+ Gold Certified ATX Power Supply,,$122.00,ATX,80+ Gold,550 W,No,https://www.amazon.com/dp/B074ZLHN2H?tag=bgfg-pc-builder-us-20
GALAX PGO85GPTNAFB0 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=GALAX+PGO85GPTNAFB0+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power 10 400 W 80+ Silver Certified ATX Power Supply,,,ATX,80+ Silver,400 W,No,https://www.amazon.com/s?k=be+quiet%21+Pure+Power+10+400+W+80%2B+Silver+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec VP650P 650 W ATX Power Supply,,,ATX,N/A,650 W,No,https://www.amazon.com/s?k=Antec+VP650P+650+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Gigabyte UD850GM-A PG5 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Gigabyte+UD850GM-A+PG5+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cougar SL600 600 W ATX Power Supply,4.0,,ATX,N/A,600 W,No,https://www.amazon.com/s?k=Cougar+SL600+600+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec NeoECO 620 W 80+ Bronze Certified ATX Power Supply,4.4,,ATX,80+ Bronze,620 W,No,https://www.amazon.com/s?k=Antec+NeoECO+620+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master Silent Pro M 1000 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.8,,ATX,80+ Bronze,1000 W,Semi,https://www.amazon.com/s?k=Cooler+Master+Silent+Pro+M+1000+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax EPR525AWT_II 525 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,525 W,No,https://www.amazon.com/s?k=Enermax+EPR525AWT_II+525+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower Grand 750 W 80+ Gold Certified Semi-modular ATX Power Supply,4.4,,ATX,80+ Gold,750 W,Semi,https://www.amazon.com/s?k=Thermaltake+Toughpower+Grand+750+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic X 400 W 80+ Gold Certified Fully Modular Fanless ATX Power Supply,5.0,,ATX,80+ Gold,400 W,Full,https://www.amazon.com/s?k=SeaSonic+X+400+W+80%2B+Gold+Certified+Fully+Modular+Fanless+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Deepcool PK800D 800 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,800 W,No,https://www.amazon.com/s?k=Deepcool+PK800D+800+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Deepcool PM800D 800 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,800 W,No,https://www.amazon.com/s?k=Deepcool+PM800D+800+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! System Power U9 600 W 80+ Bronze Certified ATX Power Supply,4.7,,ATX,80+ Bronze,600 W,No,https://www.amazon.com/s?k=be+quiet%21+System+Power+U9+600+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master New GX 550 W 80+ Certified ATX Power Supply,5.0,,ATX,80+,550 W,No,https://www.amazon.com/s?k=Cooler+Master+New+GX+550+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master MWE Gold 750 750 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,750 W,No,https://www.amazon.com/s?k=Cooler+Master+MWE+Gold+750+750+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Nexus NX-5000 R3 530 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,530 W,No,https://www.amazon.com/s?k=Nexus+NX-5000+R3+530+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master i500 500 W 80+ Bronze Certified ATX Power Supply,4.4,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=Cooler+Master+i500+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower iRGB PLUS 1250 W 80+ Titanium Certified Fully Modular ATX Power Supply,,,ATX,80+ Titanium,1250 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+iRGB+PLUS+1250+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax RX-700AC 700 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Bronze,700 W,Semi,https://www.amazon.com/s?k=Raidmax+RX-700AC+700+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Fractal Design Newton R3 1000 W 80+ Platinum Certified Semi-modular ATX Power Supply,,,ATX,80+ Platinum,1000 W,Semi,https://www.amazon.com/s?k=Fractal+Design+Newton+R3+1000+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master V Semi-Modular 750 W 80+ Gold Certified Semi-modular ATX Power Supply,4.7,,ATX,80+ Gold,750 W,Semi,https://www.amazon.com/s?k=Cooler+Master+V+Semi-Modular+750+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
OCZ ZX 1250 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,1250 W,Full,https://www.amazon.com/s?k=OCZ+ZX+1250+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
"FSP Group Hydro PTM PRO,Gen5 1650 W 80+ Platinum Certified Fully Modular ATX Power Supply",,,ATX,80+ Platinum,1650 W,Full,https://www.amazon.com/s?k=FSP+Group+Hydro+PTM+PRO%2CGen5+1650+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Power Zone 850 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,850 W,Full,https://www.amazon.com/s?k=be+quiet%21+Power+Zone+850+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower iRGB PLUS 1200 Platinum 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,4.7,,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+iRGB+PLUS+1200+Platinum+1200+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
