name,rating,price,type,efficiency rating,wattage,modular,link
Kingwin Lazer Gold 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=Kingwin+Lazer+Gold+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power 9 400 W 80+ Silver Certified ATX Power Supply,,,ATX,80+ Silver,400 W,No,https://www.amazon.com/s?k=be+quiet%21+Pure+Power+9+400+W+80%2B+Silver+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cougar GX V3 800 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,800 W,Semi,https://www.amazon.com/s?k=Cougar+GX+V3+800+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax ENP450AST 450 W ATX Power Supply,4.0,,ATX,N/A,450 W,No,https://www.amazon.com/s?k=Enermax+ENP450AST+450+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax ENP350AST 350 W ATX Power Supply,,,ATX,N/A,350 W,No,https://www.amazon.com/s?k=Enermax+ENP350AST+350+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling T12W 1200 W ATX Power Supply,,,ATX,N/A,1200 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+T12W+1200+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec High Current Gamer 400 W 80+ Bronze Certified ATX Power Supply,,$249.99,ATX,80+ Bronze,400 W,No,https://www.amazon.com/dp/B0047YITWG?tag=bgfg-pc-builder-us-20
Thermaltake Toughpower Grand 1200 W 80+ Gold Certified ATX Power Supply,5.0,,ATX,80+ Gold,1200 W,No,https://www.amazon.com/s?k=Thermaltake+Toughpower+Grand+1200+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
NZXT HALE 90 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=NZXT+HALE+90+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Stallion 700 W ATX Power Supply,4.8,,ATX,N/A,700 W,No,https://www.amazon.com/s?k=Rosewill+Stallion+700+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower XT 650 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,650 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+XT+650+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec VP 600 W ATX Power Supply,,,ATX,N/A,600 W,No,https://www.amazon.com/s?k=Antec+VP+600+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master V450 450 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,450 W,Semi,https://www.amazon.com/s?k=Cooler+Master+V450+450+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec High Current Pro 750 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,750 W,Full,https://www.amazon.com/s?k=Antec+High+Current+Pro+750+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill CAPSTONE-1000-M 1000 W 80+ Gold Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Gold,1000 W,Semi,https://www.amazon.com/s?k=Rosewill+CAPSTONE-1000-M+1000+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Ultra X4 850 W 80+ Silver Certified Fully Modular ATX Power Supply,,,ATX,80+ Silver,850 W,Full,https://www.amazon.com/s?k=Ultra+X4+850+W+80%2B+Silver+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower Grand 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+Grand+1200+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Leadex Platinum 750 W 80+ Platinum Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Platinum,750 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+Platinum+750+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill RD-Z 500 W 80+ Certified ATX Power Supply,,,ATX,80+,500 W,No,https://www.amazon.com/s?k=Rosewill+RD-Z+500+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec EDGE 650 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Antec+EDGE+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling Silencer MK III 600 W 80+ Bronze Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Bronze,600 W,Semi,https://www.amazon.com/s?k=PC+Power+%26+Cooling+Silencer+MK+III+600+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group AURUM CM GOLD 650 650 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,650 W,Semi,https://www.amazon.com/s?k=FSP+Group+AURUM+CM+GOLD+650+650+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Capstone 550 W 80+ Gold Certified ATX Power Supply,4.7,,ATX,80+ Gold,550 W,No,https://www.amazon.com/s?k=Rosewill+Capstone+550+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax TRIATHLOR 550 W 80+ Bronze Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Bronze,550 W,Semi,https://www.amazon.com/s?k=Enermax+TRIATHLOR+550+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master Silent Pro Hybrid 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Cooler+Master+Silent+Pro+Hybrid+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake EVO_Blue 850 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,850 W,Semi,https://www.amazon.com/s?k=Thermaltake+EVO_Blue+850+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
MSI MAG A-GL PCIE5 II 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=MSI+MAG+A-GL+PCIE5+II+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sparkle SPI460PFB2-MC2 460 W 80+ Certified ATX Power Supply,,,ATX,80+,460 W,No,https://www.amazon.com/s?k=Sparkle+SPI460PFB2-MC2+460+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Commander III 600 600 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,600 W,Semi,https://www.amazon.com/s?k=In+Win+Commander+III+600+600+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec True Power 1200 W 80+ Silver Certified Fully Modular ATX Power Supply,,,ATX,80+ Silver,1200 W,Full,https://www.amazon.com/s?k=Antec+True+Power+1200+W+80%2B+Silver+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia ATX-AS500W-BK 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=Apevia+ATX-AS500W-BK+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Apevia ATX-AS600W-BL 600 W ATX Power Supply,,,ATX,N/A,600 W,No,https://www.amazon.com/s?k=Apevia+ATX-AS600W-BL+600+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
HEC HP485D 485 W ATX Power Supply,4.5,,ATX,N/A,485 W,No,https://www.amazon.com/s?k=HEC+HP485D+485+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
GameMax VP RGB 800 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,800 W,Semi,https://www.amazon.com/s?k=GameMax+VP+RGB+800+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
HEC HP585D RETAIL 585 W ATX Power Supply,2.0,$45.00,ATX,N/A,585 W,No,https://www.amazon.com/dp/B00181505K?tag=bgfg-pc-builder-us-20
Enermax EMG800EWT 800 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,800 W,Full,https://www.amazon.com/s?k=Enermax+EMG800EWT+800+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax RX-1000AE 1000 W 80+ Gold Certified Semi-modular ATX Power Supply,4.0,,ATX,80+ Gold,1000 W,Semi,https://www.amazon.com/s?k=Raidmax+RX-1000AE+1000+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill RV2-700 700 W ATX Power Supply,1.0,,ATX,N/A,700 W,No,https://www.amazon.com/s?k=Rosewill+RV2-700+700+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone Strider 1000 W 80+ Silver Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Silver,1000 W,Full,https://www.amazon.com/s?k=Silverstone+Strider+1000+W+80%2B+Silver+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone Strider 500 W 80+ Bronze Certified Fully Modular ATX Power Supply,4.3,,ATX,80+ Bronze,500 W,Full,https://www.amazon.com/s?k=Silverstone+Strider+500+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower XT 675 W 80+ Bronze Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Bronze,675 W,Semi,https://www.amazon.com/s?k=Thermaltake+Toughpower+XT+675+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower iRGB PLUS 850 Platinum 850 W 80+ Platinum Certified Fully Modular ATX Power Supply,3.0,$259.99,ATX,80+ Platinum,850 W,Full,https://www.amazon.com/dp/B077ZCHP2S?tag=bgfg-pc-builder-us-20
Rosewill Quark 750 750 W 80+ Platinum Certified Fully Modular ATX Power Supply,4.3,,ATX,80+ Platinum,750 W,Full,https://www.amazon.com/s?k=Rosewill+Quark+750+750+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Quark 1000 1000 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,1000 W,Full,https://www.amazon.com/s?k=Rosewill+Quark+1000+1000+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec EarthWatts Platinum 550 W 80+ Platinum Certified ATX Power Supply,4.0,,ATX,80+ Platinum,550 W,No,https://www.amazon.com/s?k=Antec+EarthWatts+Platinum+550+W+80%2B+Platinum+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic Core GC 550 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,550 W,No,https://www.amazon.com/s?k=SeaSonic+Core+GC+550+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thortech Thunderbolt 1200 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1200 W,Full,https://www.amazon.com/s?k=Thortech+Thunderbolt+1200+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
GameMax GM 1650 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,1650 W,No,https://www.amazon.com/s?k=GameMax+GM+1650+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Legion GX Pro 550 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,550 W,Semi,https://www.amazon.com/s?k=Super+Flower+Legion+GX+Pro+550+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Dark Power Pro 10 850 W 80+ Platinum Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Platinum,850 W,Semi,https://www.amazon.com/s?k=be+quiet%21+Dark+Power+Pro+10+850+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower DPS G RGB Titanium 850 W 80+ Titanium Certified Fully Modular ATX Power Supply,,,ATX,80+ Titanium,850 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+DPS+G+RGB+Titanium+850+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec VP PLUS 550 W 80+ Certified ATX Power Supply,3.5,,ATX,80+,550 W,No,https://www.amazon.com/s?k=Antec+VP+PLUS+550+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA SuperNOVA NEX1500 Classified 1500 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1500 W,Full,https://www.amazon.com/s?k=EVGA+SuperNOVA+NEX1500+Classified+1500+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Montech CENTURY MINI 650 W 80+ Gold Certified Fully Modular SFX Power Supply,,,SFX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Montech+CENTURY+MINI+650+W+80%2B+Gold+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Logisys AT750BK 750 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,750 W,No,https://www.amazon.com/s?k=Logisys+AT750BK+750+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Straight Power E9 600 W 80+ Gold Certified ATX Power Supply,,$130.40,ATX,80+ Gold,600 W,No,https://www.amazon.com/dp/B005LUXLOG?tag=bgfg-pc-builder-us-20
Enermax TRIATHLOR ECO 1000 W 80+ Bronze Certified Semi-modular ATX Power Supply,5.0,$111.98,ATX,80+ Bronze,1000 W,Semi,https://www.amazon.com/dp/B01CUEFLJI?tag=bgfg-pc-builder-us-20
Sparkle FSP300-60THA 300 W ATX Power Supply,,,ATX,N/A,300 W,No,https://www.amazon.com/s?k=Sparkle+FSP300-60THA+300+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax REVOLUTION X't II 650 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,650 W,Semi,https://www.amazon.com/s?k=Enermax+REVOLUTION+X%26%23x27%3Bt+II+650+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group HEXA 85+ 550 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,550 W,No,https://www.amazon.com/s?k=FSP+Group+HEXA+85%2B+550+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill SMG850 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Rosewill+SMG850+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Athena Power AP-TFX30 300 W TFX Power Supply,,,TFX,N/A,300 W,No,https://www.amazon.com/s?k=Athena+Power+AP-TFX30+300+W+TFX+Power+Supply&tag=bgfg-pc-builder-us-20
Xigmatek NRP-MC802 800 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,800 W,Full,https://www.amazon.com/s?k=Xigmatek+NRP-MC802+800+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xigmatek NRP-MC1002 1000 W 80+ Bronze Certified Fully Modular ATX Power Supply,,,ATX,80+ Bronze,1000 W,Full,https://www.amazon.com/s?k=Xigmatek+NRP-MC1002+1000+W+80%2B+Bronze+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xigmatek ACXTNRP-PC402 400 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,400 W,No,https://www.amazon.com/s?k=Xigmatek+ACXTNRP-PC402+400+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Deepcool PN550D WH 550 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,550 W,No,https://www.amazon.com/s?k=Deepcool+PN550D+WH+550+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Madrid 850 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,850 W,Semi,https://www.amazon.com/s?k=Thermaltake+Madrid+850+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Rome 750 W 80+ Gold Certified Semi-modular ATX Power Supply,,,ATX,80+ Gold,750 W,Semi,https://www.amazon.com/s?k=Thermaltake+Rome+750+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Azza PSAZ-1000PT14 1000 W 80+ Platinum Certified Semi-modular ATX Power Supply,,,ATX,80+ Platinum,1000 W,Semi,https://www.amazon.com/s?k=Azza+PSAZ-1000PT14+1000+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
LEPA G1200-MA 1200 W 80+ Gold Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Gold,1200 W,Semi,https://www.amazon.com/s?k=LEPA+G1200-MA+1200+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey MBP HM 650 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,650 W,Semi,https://www.amazon.com/s?k=Sentey+MBP+HM+650+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
KOLINK Core 1000 W 80+ Certified ATX Power Supply,,,ATX,80+,1000 W,No,https://www.amazon.com/s?k=KOLINK+Core+1000+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
KOLINK KL-850M 850 W 80+ Bronze Certified Semi-modular ATX Power Supply,,,ATX,80+ Bronze,850 W,Semi,https://www.amazon.com/s?k=KOLINK+KL-850M+850+W+80%2B+Bronze+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group FSP650-80EGN 650 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,650 W,No,https://www.amazon.com/s?k=FSP+Group+FSP650-80EGN+650+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
LEPA P1375-MA 1375 W 80+ Platinum Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Platinum,1375 W,Full,https://www.amazon.com/s?k=LEPA+P1375-MA+1375+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax RX-700AT 700 W 80+ Titanium Certified Semi-modular ATX Power Supply,,,ATX,80+ Titanium,700 W,Semi,https://www.amazon.com/s?k=Raidmax+RX-700AT+700+W+80%2B+Titanium+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XFX P1-850S-CAB9 850 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,850 W,No,https://www.amazon.com/s?k=XFX+P1-850S-CAB9+850+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec VP 630 W 80+ Certified ATX Power Supply,,,ATX,80+,630 W,No,https://www.amazon.com/s?k=Antec+VP+630+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic SS-300TGW 300 W 80+ Gold Certified TFX Power Supply,,,TFX,80+ Gold,300 W,No,https://www.amazon.com/s?k=SeaSonic+SS-300TGW+300+W+80%2B+Gold+Certified+TFX+Power+Supply&tag=bgfg-pc-builder-us-20
NZXT HALE82N 750W 750 W 80+ Bronze Certified ATX Power Supply,5.0,,ATX,80+ Bronze,750 W,No,https://www.amazon.com/s?k=NZXT+HALE82N+750W+750+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
In Win IP-P300BN7-2 300 W 80+ Certified ATX Power Supply,,,ATX,80+,300 W,No,https://www.amazon.com/s?k=In+Win+IP-P300BN7-2+300+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax ENP500AWT 500 W 80+ Certified ATX Power Supply,5.0,,ATX,80+,500 W,No,https://www.amazon.com/s?k=Enermax+ENP500AWT+500+W+80%2B+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Broadway Com Corp P4-OKIA-550-RB 550 W ATX Power Supply,,,ATX,N/A,550 W,No,https://www.amazon.com/s?k=Broadway+Com+Corp+P4-OKIA-550-RB+550+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic CORE GX ATX 3 (2024) 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=SeaSonic+CORE+GX+ATX+3+%282024%29+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PC Power & Cooling Silencer Mk II 500 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=PC+Power+%26+Cooling+Silencer+Mk+II+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower Grand 850 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+Grand+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill PMG1200 1200 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1200 W,Full,https://www.amazon.com/s?k=Rosewill+PMG1200+1200+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower Grand 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.0,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+Grand+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic X 760 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Gold,760 W,Full,https://www.amazon.com/s?k=SeaSonic+X+760+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Xilence XP1250MR9 1250 W 80+ Gold Certified Fully Modular ATX Power Supply,,$241.13,ATX,80+ Gold,1250 W,Full,https://www.amazon.com/dp/B07HBTCX9L?tag=bgfg-pc-builder-us-20
Xilence Performance A+ III 650 W 80+ Bronze Certified ATX Power Supply,4.0,,ATX,80+ Bronze,650 W,No,https://www.amazon.com/s?k=Xilence+Performance+A%2B+III+650+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group AURUM GOLD 700 700 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,700 W,No,https://www.amazon.com/s?k=FSP+Group+AURUM+GOLD+700+700+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Sparkle ATX-300PN-B204 300 W ATX Power Supply,,,ATX,N/A,300 W,No,https://www.amazon.com/s?k=Sparkle+ATX-300PN-B204+300+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Capstone G750 750 W 80+ Gold Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Gold,750 W,Semi,https://www.amazon.com/s?k=Rosewill+Capstone+G750+750+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic Platinum 520 W 80+ Platinum Certified Fully Modular Fanless ATX Power Supply,5.0,,ATX,80+ Platinum,520 W,Full,https://www.amazon.com/s?k=SeaSonic+Platinum+520+W+80%2B+Platinum+Certified+Fully+Modular+Fanless+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group Hydro PTM 650 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,650 W,Full,https://www.amazon.com/s?k=FSP+Group+Hydro+PTM+650+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
XFX ProSeries 850 W 80+ Silver Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Silver,850 W,Semi,https://www.amazon.com/s?k=XFX+ProSeries+850+W+80%2B+Silver+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group PT1200FM 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,5.0,,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/s?k=FSP+Group+PT1200FM+1200+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill Lightning 1300 W 80+ Gold Certified Semi-modular ATX Power Supply,4.4,,ATX,80+ Gold,1300 W,Semi,https://www.amazon.com/s?k=Rosewill+Lightning+1300+W+80%2B+Gold+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Antec Earthwatts Green 750 W 80+ Bronze Certified ATX Power Supply,4.8,,ATX,80+ Bronze,750 W,No,https://www.amazon.com/s?k=Antec+Earthwatts+Green+750+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermalright TGFX650 650 W 80+ Gold Certified Fully Modular SFX Power Supply,,,SFX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Thermalright+TGFX650+650+W+80%2B+Gold+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Fractal Design Newton R3 600 W 80+ Platinum Certified Semi-modular ATX Power Supply,5.0,,ATX,80+ Platinum,600 W,Semi,https://www.amazon.com/s?k=Fractal+Design+Newton+R3+600+W+80%2B+Platinum+Certified+Semi-modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Fractal Design Integra R2 500 W 80+ Bronze Certified ATX Power Supply,5.0,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=Fractal+Design+Integra+R2+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
