name,rating,price,cores,core_clock,boost_clock,tdp,link
AMD Phenom II X4 910e 2.6 GHz Quad-Core Processor,,,4,2.6,N/A,65,https://www.amazon.com/s?k=AMD+Phenom+II+X4+910e+2.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E5200 2.5 GHz Dual-Core OEM/Tray Processor,4.0,,2,2.5,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E5200+2.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6400 2.13 GHz Dual-Core Processor,,$98.95,2,2.13,N/A,65,https://www.amazon.com/dp/B000KPWDR8?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6750 2.66 GHz Dual-Core OEM/Tray Processor,,$129.95,2,2.66,N/A,65,https://www.amazon.com/dp/B00180FAPG?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7400 2.8 GHz Dual-Core Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E7400+2.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q9650 3 GHz Quad-Core OEM/Tray Processor,,$275.05,4,3.0,N/A,95,https://www.amazon.com/dp/B00BRETBLC?tag=bgfg-pc-builder-us-20
AMD A6-3650 2.6 GHz Quad-Core Processor,4.0,,4,2.6,N/A,100,https://www.amazon.com/s?k=AMD+A6-3650+2.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G540 2.5 GHz Dual-Core Processor,4.0,$69.98,2,2.5,N/A,65,https://www.amazon.com/dp/B005LTU6VI?tag=bgfg-pc-builder-us-20
Intel Core i5-2380P 3.1 GHz Quad-Core Processor,,$100.00,4,3.1,N/A,95,https://www.amazon.com/dp/B0072B9VY6?tag=bgfg-pc-builder-us-20
AMD FX-8300 3.3 GHz 8-Core OEM/Tray Processor,,,8,3.3,N/A,95,https://www.amazon.com/s?k=AMD+FX-8300+3.3+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1230 3.2 GHz Quad-Core Processor,,$237.64,4,3.2,N/A,80,https://www.amazon.com/dp/B004O3DFHE?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1240 3.3 GHz Quad-Core Processor,,$42.99,4,3.3,N/A,80,https://www.amazon.com/dp/B004O3DFKG?tag=bgfg-pc-builder-us-20
AMD Athlon X4 740 3.2 GHz Quad-Core Processor,4.3,,4,3.2,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+X4+740+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-1660 3.3 GHz 6-Core Processor,5.0,,6,3.3,3.9,130,https://www.amazon.com/s?k=Intel+Xeon+E5-1660+3.3+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2660 2.2 GHz 8-Core Processor,,,8,2.2,3.0,95,https://www.amazon.com/s?k=Intel+Xeon+E5-2660+2.2+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2620 V2 2.1 GHz 6-Core Processor,,,6,2.1,2.6,80,https://www.amazon.com/s?k=Intel+Xeon+E5-2620+V2+2.1+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A10-6700T 2.5 GHz Quad-Core OEM/Tray Processor,,,4,2.5,3.5,45,https://www.amazon.com/s?k=AMD+A10-6700T+2.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-6320 3.8 GHz Dual-Core Processor,5.0,,2,3.8,4.0,65,https://www.amazon.com/s?k=AMD+A4-6320+3.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-1660 V2 3.7 GHz 6-Core Processor,5.0,$498.95,6,3.7,4.0,130,https://www.amazon.com/dp/B00F28QKBS?tag=bgfg-pc-builder-us-20
AMD FX-8370E 3.3 GHz 8-Core Processor,,,8,3.3,4.3,95,https://www.amazon.com/s?k=AMD+FX-8370E+3.3+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Pro A10-7800B 3.5 GHz Quad-Core OEM/Tray Processor,,,4,3.5,3.9,65,https://www.amazon.com/s?k=AMD+Pro+A10-7800B+3.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2650L V3 1.8 GHz 12-Core OEM/Tray Processor,,,12,1.8,2.5,65,https://www.amazon.com/s?k=Intel+Xeon+E5-2650L+V3+1.8+GHz+12-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1270 V3 3.5 GHz Quad-Core OEM/Tray Processor,,$128.86,4,3.5,3.9,80,https://www.amazon.com/dp/B00F4LJQDM?tag=bgfg-pc-builder-us-20
AMD FX-8310 3.4 GHz 8-Core Processor,4.0,,8,3.4,4.3,95,https://www.amazon.com/s?k=AMD+FX-8310+3.4+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-6400T 2.2 GHz Quad-Core Processor,,,4,2.2,2.8,35,https://www.amazon.com/s?k=Intel+Core+i5-6400T+2.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1280 V5 3.7 GHz Quad-Core OEM/Tray Processor,,,4,3.7,4.0,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1280+V5+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2609 V4 1.7 GHz 8-Core Processor,,$838.10,8,1.7,N/A,85,https://www.amazon.com/dp/B01D5AGKNW?tag=bgfg-pc-builder-us-20
Intel Core i7-7700T 2.9 GHz Quad-Core Processor,,,4,2.9,3.8,35,https://www.amazon.com/s?k=Intel+Core+i7-7700T+2.9+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-7800X 3.5 GHz 6-Core Processor,,,6,3.5,4.0,140,https://www.amazon.com/s?k=Intel+Core+i7-7800X+3.5+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1275 V6 3.8 GHz Quad-Core Processor,,,4,3.8,4.2,73,https://www.amazon.com/s?k=Intel+Xeon+E3-1275+V6+3.8+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G5600 3.9 GHz Dual-Core Processor,5.0,,2,3.9,N/A,54,https://www.amazon.com/s?k=Intel+Pentium+Gold+G5600+3.9+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-9500F 3 GHz 6-Core OEM/Tray Processor,,,6,3.0,4.4,65,https://www.amazon.com/s?k=Intel+Core+i5-9500F+3+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-9300 3.7 GHz Quad-Core OEM/Tray Processor,,,4,3.7,4.3,62,https://www.amazon.com/s?k=Intel+Core+i3-9300+3.7+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2276G 3.8 GHz 6-Core OEM/Tray Processor,,,6,3.8,4.9,80,https://www.amazon.com/s?k=Intel+Xeon+E-2276G+3.8+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8400 3 GHz Dual-Core OEM/Tray Processor,5.0,,2,3.0,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8400+3+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630 V3 2.4 GHz 8-Core Processor,,$76.61,8,2.4,3.2,85,https://www.amazon.com/dp/B00N0W3N54?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2623 V3 3 GHz Quad-Core OEM/Tray Processor,5.0,$249.95,4,3.0,3.5,105,https://www.amazon.com/dp/B00PDD2A1Q?tag=bgfg-pc-builder-us-20
Intel Xeon E5-1620 V4 3.5 GHz Quad-Core Processor,,$149.00,4,3.5,3.8,140,https://www.amazon.com/dp/B01GUAJQ08?tag=bgfg-pc-builder-us-20
Intel Pentium G4600 3.6 GHz Dual-Core OEM/Tray Processor,,$229.95,2,3.6,N/A,51,https://www.amazon.com/dp/B01N39NAI2?tag=bgfg-pc-builder-us-20
AMD Threadripper 2950X 3.5 GHz 16-Core OEM/Tray Processor,,,16,3.5,4.4,180,https://www.amazon.com/s?k=AMD+Threadripper+2950X+3.5+GHz+16-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-9500 3 GHz 6-Core OEM/Tray Processor,,,6,3.0,4.4,65,https://www.amazon.com/s?k=Intel+Core+i5-9500+3+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-4590T 2 GHz Quad-Core OEM/Tray Processor,,,4,2.0,N/A,35,https://www.amazon.com/s?k=Intel+Core+i5-4590T+2+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G530 2.4 GHz Dual-Core Processor,4.0,$69.00,2,2.4,N/A,65,https://www.amazon.com/dp/B005LTU54Q?tag=bgfg-pc-builder-us-20
Intel Core i7-6800K 3.4 GHz 6-Core OEM/Tray Processor,,$552.31,6,3.4,3.6,140,https://www.amazon.com/dp/B01GILRYYE?tag=bgfg-pc-builder-us-20
Intel Pentium G645 2.9 GHz Dual-Core Processor,,$93.35,2,2.9,N/A,65,https://www.amazon.com/dp/B0093H8KGM?tag=bgfg-pc-builder-us-20
Intel Pentium G6950 2.8 GHz Dual-Core Processor,,$77.67,2,2.8,N/A,73,https://www.amazon.com/dp/B0031M9QZY?tag=bgfg-pc-builder-us-20
Intel Core i7-965 Extreme Edition 3.2 GHz Quad-Core Processor,,$998.95,4,3.2,N/A,130,https://www.amazon.com/dp/B001H5T7PQ?tag=bgfg-pc-builder-us-20
Intel Pentium E5800 3.2 GHz Dual-Core Processor,,,2,3.2,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E5800+3.2+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1230 V5 3.4 GHz Quad-Core Processor,5.0,$499.95,4,3.4,3.8,80,https://www.amazon.com/dp/B016TQ81JU?tag=bgfg-pc-builder-us-20
AMD Athlon II X4 635 2.9 GHz Quad-Core OEM/Tray Processor,,$58.02,4,2.9,N/A,95,https://www.amazon.com/dp/B0090YJ82I?tag=bgfg-pc-builder-us-20
Intel Celeron G3900 2.8 GHz Dual-Core Processor,3.5,$58.01,2,2.8,N/A,51,https://www.amazon.com/dp/B01B2PJRPA?tag=bgfg-pc-builder-us-20
Intel Core i5-9400 2.9 GHz 6-Core OEM/Tray Processor,,,6,2.9,4.1,65,https://www.amazon.com/s?k=Intel+Core+i5-9400+2.9+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-3220T 2.8 GHz Dual-Core Processor,,$199.00,2,2.8,N/A,35,https://www.amazon.com/dp/B0093H8JCM?tag=bgfg-pc-builder-us-20
Intel Pentium G620 2.6 GHz Dual-Core Processor,4.8,,2,2.6,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+G620+2.6+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD FX-6200 3.8 GHz 6-Core Processor,4.6,,6,3.8,N/A,125,https://www.amazon.com/s?k=AMD+FX-6200+3.8+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-3225 3.3 GHz Dual-Core Processor,4.9,$15.00,2,3.3,N/A,55,https://www.amazon.com/dp/B0093H8H8I?tag=bgfg-pc-builder-us-20
AMD A4-5300 3.4 GHz Dual-Core Processor,4.2,,2,3.4,N/A,65,https://www.amazon.com/s?k=AMD+A4-5300+3.4+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G3420 3.2 GHz Dual-Core Processor,4.8,$64.00,2,3.2,N/A,54,https://www.amazon.com/dp/B00EUVHMR4?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1240 V3 3.4 GHz Quad-Core Processor,4.8,,4,3.4,3.8,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1240+V3+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-4650 2.7 GHz 8-Core Processor,,$4229.00,8,2.7,3.3,130,https://www.amazon.com/s?k=Intel+Xeon+E5-4650+2.7+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-4690K 3.5 GHz Quad-Core Processor,5.0,,4,3.5,3.9,88,https://www.amazon.com/s?k=Intel+Core+i5-4690K+3.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-1680 V3 3.2 GHz 8-Core OEM/Tray Processor,,,8,3.2,3.8,140,https://www.amazon.com/s?k=Intel+Xeon+E5-1680+V3+3.2+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2620 V3 2.4 GHz 6-Core OEM/Tray Processor,,$67.15,6,2.4,3.2,85,https://www.amazon.com/dp/B00THAPKW2?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1270 V2 3.5 GHz Quad-Core OEM/Tray Processor,,$128.68,4,3.5,N/A,69,https://www.amazon.com/dp/B00IXKY59Q?tag=bgfg-pc-builder-us-20
Intel Core i7-3770T 2.5 GHz Quad-Core OEM/Tray Processor,,,4,2.5,3.7,45,https://www.amazon.com/s?k=Intel+Core+i7-3770T+2.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-3570S 3.1 GHz Quad-Core OEM/Tray Processor,,,4,3.1,3.8,65,https://www.amazon.com/s?k=Intel+Core+i5-3570S+3.1+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2176G 3.7 GHz 6-Core Processor,,$408.99,6,3.7,4.7,80,https://www.amazon.com/dp/B07KNP3ZFX?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1265L V3 2.5 GHz Quad-Core OEM/Tray Processor,5.0,$398.95,4,2.5,3.7,45,https://www.amazon.com/dp/B00J0N00PI?tag=bgfg-pc-builder-us-20
Intel Celeron 430 1.8 GHz Single-Core Processor,,$49.99,1,1.8,N/A,35,https://www.amazon.com/dp/B000QJ396M?tag=bgfg-pc-builder-us-20
AMD Phenom II X2 555 Black 3.2 GHz Dual-Core Processor,5.0,,2,3.2,N/A,80,https://www.amazon.com/s?k=AMD+Phenom+II+X2+555+Black+3.2+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-3450S 2.8 GHz Quad-Core Processor,5.0,$95.00,4,2.8,N/A,65,https://www.amazon.com/dp/B007T1YT32?tag=bgfg-pc-builder-us-20
Intel Xeon E-2286G 4 GHz 6-Core OEM/Tray Processor,,$609.78,6,4.0,4.9,95,https://www.amazon.com/dp/B088WM9JNT?tag=bgfg-pc-builder-us-20
AMD Athlon II X4 640 3 GHz Quad-Core Processor,4.7,$69.95,4,3.0,N/A,95,https://www.amazon.com/dp/B003M7BLOW?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2643 V3 3.4 GHz 6-Core OEM/Tray Processor,,$749.95,6,3.4,3.7,135,https://www.amazon.com/dp/B00OVAQ8O2?tag=bgfg-pc-builder-us-20
Intel Core i3-2130 3.4 GHz Dual-Core Processor,4.5,,2,3.4,N/A,65,https://www.amazon.com/s?k=Intel+Core+i3-2130+3.4+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1245 V2 3.4 GHz Quad-Core Processor,4.0,$367.50,4,3.4,N/A,77,https://www.amazon.com/dp/B0084NV0EA?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1275 V3 3.5 GHz Quad-Core Processor,,,4,3.5,3.9,84,https://www.amazon.com/s?k=Intel+Xeon+E3-1275+V3+3.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1241 V3 3.5 GHz Quad-Core Processor,5.0,$298.00,4,3.5,3.9,80,https://www.amazon.com/dp/B00KB4A7HG?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2697 V3 2.6 GHz 14-Core OEM/Tray Processor,,,14,2.6,3.6,145,https://www.amazon.com/s?k=Intel+Xeon+E5-2697+V3+2.6+GHz+14-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2660 V3 2.6 GHz 10-Core Processor,,$139.62,10,2.6,3.3,105,https://www.amazon.com/dp/B00NFNZ0D6?tag=bgfg-pc-builder-us-20
Intel Xeon E5-1650 V4 3.6 GHz 6-Core Processor,,,6,3.6,4.0,140,https://www.amazon.com/s?k=Intel+Xeon+E5-1650+V4+3.6+GHz+6-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-7600T 2.8 GHz Quad-Core Processor,,$129.00,4,2.8,3.7,35,https://www.amazon.com/dp/B01N10KQWM?tag=bgfg-pc-builder-us-20
Intel Core i7-7700T 2.9 GHz Quad-Core Processor,,,4,2.9,3.8,35,https://www.amazon.com/s?k=Intel+Core+i7-7700T+2.9+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Threadripper 2970WX 3 GHz 24-Core OEM/Tray Processor,,,24,3.0,4.2,250,https://www.amazon.com/s?k=AMD+Threadripper+2970WX+3+GHz+24-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon 200GE 3.2 GHz Dual-Core OEM/Tray Processor,,,2,3.2,N/A,35,https://www.amazon.com/s?k=AMD+Athlon+200GE+3.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon 240GE 3.5 GHz Dual-Core Processor,,$113.99,2,3.5,N/A,35,https://www.amazon.com/dp/B07L9V9F6H?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E4300 1.8 GHz Dual-Core Processor,,$97.25,2,1.8,N/A,65,https://www.amazon.com/dp/B000LRJED6?tag=bgfg-pc-builder-us-20
Intel Core i7-875K 2.93 GHz Quad-Core Processor,5.0,$379.98,4,2.93,N/A,95,https://www.amazon.com/dp/B003LD07LU?tag=bgfg-pc-builder-us-20
Intel Core i7-940 2.93 GHz Quad-Core Processor,4.0,$69.68,4,2.93,N/A,130,https://www.amazon.com/dp/B001H5Z0XE?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1220 V5 3 GHz Quad-Core Processor,,$130.90,4,3.0,3.5,80,https://www.amazon.com/dp/B01740QQHE?tag=bgfg-pc-builder-us-20
Intel Core i5-680 3.6 GHz Dual-Core Processor,,,2,3.6,N/A,73,https://www.amazon.com/s?k=Intel+Core+i5-680+3.6+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 940 Black 3 GHz Quad-Core OEM/Tray Processor,,,4,3.0,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+940+Black+3+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-3245 3.4 GHz Dual-Core Processor,5.0,$149.99,2,3.4,N/A,55,https://www.amazon.com/dp/B00D5ZZZMU?tag=bgfg-pc-builder-us-20
Intel Pentium G2030 3 GHz Dual-Core Processor,5.0,,2,3.0,N/A,55,https://www.amazon.com/s?k=Intel+Pentium+G2030+3+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-9800X 3.8 GHz 8-Core OEM/Tray Processor,,,8,3.8,4.5,165,https://www.amazon.com/s?k=Intel+Core+i7-9800X+3.8+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1275 V2 3.5 GHz Quad-Core OEM/Tray Processor,,$374.00,4,3.5,N/A,77,https://www.amazon.com/dp/B00GJXOLZC?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6420 2.13 GHz Dual-Core OEM/Tray Processor,,$149.94,2,2.13,N/A,65,https://www.amazon.com/dp/B000TUTUJI?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630L V3 1.8 GHz 8-Core OEM/Tray Processor,,$49.99,8,1.8,2.9,55,https://www.amazon.com/dp/B00PDD2BS8?tag=bgfg-pc-builder-us-20
AMD Opteron 6320 2.8 GHz 8-Core Processor,,$249.01,8,2.8,3.3,115,https://www.amazon.com/dp/B009QFJ4JI?tag=bgfg-pc-builder-us-20
AMD A6-9500E 3 GHz Dual-Core Processor,,,2,3.0,3.4,35,https://www.amazon.com/s?k=AMD+A6-9500E+3+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron 140 2.7 GHz Single-Core Processor,,,1,2.7,N/A,45,https://www.amazon.com/s?k=AMD+Sempron+140+2.7+GHz+Single-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A6-5400K 3.6 GHz Dual-Core Processor,4.1,,2,3.6,N/A,65,https://www.amazon.com/s?k=AMD+A6-5400K+3.6+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2690 2.9 GHz 8-Core Processor,,,8,2.9,3.8,135,https://www.amazon.com/s?k=Intel+Xeon+E5-2690+2.9+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
AMD 3850 1.3 GHz Quad-Core Processor,3.0,,4,1.3,N/A,25,https://www.amazon.com/s?k=AMD+3850+1.3+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2630L V2 2.4 GHz 6-Core OEM/Tray Processor,,,6,2.4,N/A,60,https://www.amazon.com/s?k=Intel+Xeon+E5-2630L+V2+2.4+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-6850K 3.6 GHz 6-Core OEM/Tray Processor,,,6,3.6,3.8,140,https://www.amazon.com/s?k=Intel+Core+i7-6850K+3.6+GHz+6-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-8350K 4 GHz Quad-Core OEM/Tray Processor,5.0,,4,4.0,N/A,91,https://www.amazon.com/s?k=Intel+Core+i3-8350K+4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2278G 3.4 GHz 8-Core OEM/Tray Processor,,,8,3.4,5.0,80,https://www.amazon.com/s?k=Intel+Xeon+E-2278G+3.4+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-930 2.8 GHz Quad-Core OEM/Tray Processor,,,4,2.8,N/A,130,https://www.amazon.com/s?k=Intel+Core+i7-930+2.8+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-975 Extreme Edition 3.33 GHz Quad-Core Processor,4.5,,4,3.33,N/A,130,https://www.amazon.com/s?k=Intel+Core+i7-975+Extreme+Edition+3.33+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G3240 3.1 GHz Dual-Core Processor,4.3,,2,3.1,N/A,53,https://www.amazon.com/s?k=Intel+Pentium+G3240+3.1+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1246 V3 3.5 GHz Quad-Core Processor,5.0,,4,3.5,3.9,84,https://www.amazon.com/s?k=Intel+Xeon+E3-1246+V3+3.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A4-7300 3.8 GHz Dual-Core Processor,,,2,3.8,4.0,65,https://www.amazon.com/s?k=AMD+A4-7300+3.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1240 V5 3.5 GHz Quad-Core Processor,,,4,3.5,3.9,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1240+V5+3.5+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Threadripper 2920X 3.5 GHz 12-Core OEM/Tray Processor,,,12,3.5,4.3,180,https://www.amazon.com/s?k=AMD+Threadripper+2920X+3.5+GHz+12-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2136 3.3 GHz 6-Core Processor,,$319.99,6,3.3,4.5,80,https://www.amazon.com/dp/B07KNFQ3G5?tag=bgfg-pc-builder-us-20
Intel Xeon E-2174G 3.8 GHz Quad-Core OEM/Tray Processor,,$529.95,4,3.8,4.7,71,https://www.amazon.com/dp/B07KYX5416?tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8400 3 GHz Dual-Core Processor,4.0,$76.99,2,3.0,N/A,65,https://www.amazon.com/dp/B00116SLYY?tag=bgfg-pc-builder-us-20
Intel Core i3-2100T 2.5 GHz Dual-Core Processor,4.0,,2,2.5,N/A,35,https://www.amazon.com/s?k=Intel+Core+i3-2100T+2.5+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A4-3300 2.5 GHz Dual-Core Processor,,$82.49,2,2.5,N/A,65,https://www.amazon.com/dp/B006DLP6JA?tag=bgfg-pc-builder-us-20
Intel Core i3-6100T 3.2 GHz Dual-Core OEM/Tray Processor,,$289.95,2,3.2,N/A,35,https://www.amazon.com/dp/B0161V02ZO?tag=bgfg-pc-builder-us-20
Intel Core i7-860S 2.53 GHz Quad-Core Processor,,$120.00,4,2.53,N/A,82,https://www.amazon.com/dp/B00337XOXC?tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX9650 3 GHz Quad-Core Processor,,$148.01,4,3.0,N/A,130,https://www.amazon.com/dp/B0014FRBZ2?tag=bgfg-pc-builder-us-20
AMD FX-8100 2.8 GHz 8-Core OEM/Tray Processor,,,8,2.8,N/A,95,https://www.amazon.com/s?k=AMD+FX-8100+2.8+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-2550K 3.4 GHz Quad-Core Processor,,,4,3.4,N/A,95,https://www.amazon.com/s?k=Intel+Core+i5-2550K+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 750K 3.4 GHz Quad-Core Processor,4.6,,4,3.4,N/A,100,https://www.amazon.com/s?k=AMD+Athlon+X4+750K+3.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 760K 3.8 GHz Quad-Core Processor,4.5,,4,3.8,4.1,100,https://www.amazon.com/s?k=AMD+Athlon+X4+760K+3.8+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2687W 3.1 GHz 8-Core Processor,,$559.95,8,3.1,3.8,150,https://www.amazon.com/dp/B007H29EAQ?tag=bgfg-pc-builder-us-20
Intel Core i5-4690S 3.2 GHz Quad-Core Processor,5.0,,4,3.2,3.9,65,https://www.amazon.com/s?k=Intel+Core+i5-4690S+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2670 V3 2.3 GHz 12-Core OEM/Tray Processor,,$134.84,12,2.3,3.1,120,https://www.amazon.com/dp/B00PDD1I96?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1260L V5 2.9 GHz Quad-Core OEM/Tray Processor,,,4,2.9,3.9,45,https://www.amazon.com/s?k=Intel+Xeon+E3-1260L+V5+2.9+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1225 V5 3.3 GHz Quad-Core OEM/Tray Processor,,$158.86,4,3.3,3.7,80,https://www.amazon.com/dp/B016TQ87J4?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1220 V6 3 GHz Quad-Core Processor,,$349.95,4,3.0,3.5,72,https://www.amazon.com/dp/B06XX2KWCX?tag=bgfg-pc-builder-us-20
