name,rating,price,cores,core_clock,boost_clock,tdp,link
Intel Pentium G3450 3.4 GHz Dual-Core OEM/Tray Processor,,,2,3.4,N/A,53,https://www.amazon.com/s?k=Intel+Pentium+G3450+3.4+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G3460 3.5 GHz Dual-Core OEM/Tray Processor,,,2,3.5,N/A,53,https://www.amazon.com/s?k=Intel+Pentium+G3460+3.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2622 V3 2.4 GHz 8-Core OEM/Tray Processor,,,8,2.4,N/A,85,https://www.amazon.com/s?k=Intel+Xeon+E5-2622+V3+2.4+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2650 V3 2.3 GHz 10-Core OEM/Tray Processor,,,10,2.3,3.0,105,https://www.amazon.com/s?k=Intel+Xeon+E5-2650+V3+2.3+GHz+10-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2603 V2 1.8 GHz Quad-Core OEM/Tray Processor,,,4,1.8,N/A,80,https://www.amazon.com/s?k=Intel+Xeon+E5-2603+V2+1.8+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1245 V3 3.4 GHz Quad-Core OEM/Tray Processor,,,4,3.4,3.8,84,https://www.amazon.com/s?k=Intel+Xeon+E3-1245+V3+3.4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-6300 3.8 GHz Dual-Core OEM/Tray Processor,4.0,,2,3.8,N/A,51,https://www.amazon.com/s?k=Intel+Core+i3-6300+3.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G4500 3.5 GHz Dual-Core OEM/Tray Processor,,,2,3.5,N/A,51,https://www.amazon.com/s?k=Intel+Pentium+G4500+3.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1275 V5 3.6 GHz Quad-Core OEM/Tray Processor,,,4,3.6,4.0,80,https://www.amazon.com/s?k=Intel+Xeon+E3-1275+V5+3.6+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Opteron 6344 2.6 GHz 12-Core OEM/Tray Processor,,,12,2.6,3.2,115,https://www.amazon.com/s?k=AMD+Opteron+6344+2.6+GHz+12-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon X4 845 3.5 GHz Quad-Core OEM/Tray Processor,,,4,3.5,3.8,65,https://www.amazon.com/s?k=AMD+Athlon+X4+845+3.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A10-7860k 3.6 GHz Quad-Core OEM/Tray Processor,,,4,3.6,4.0,65,https://www.amazon.com/s?k=AMD+A10-7860k+3.6+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-7100T 3.4 GHz Dual-Core Processor,,,2,3.4,N/A,35,https://www.amazon.com/s?k=Intel+Core+i3-7100T+3.4+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-7300T 3.5 GHz Dual-Core OEM/Tray Processor,,,2,3.5,N/A,35,https://www.amazon.com/s?k=Intel+Core+i3-7300T+3.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-7400T 2.4 GHz Quad-Core Processor,,,4,2.4,3.0,35,https://www.amazon.com/s?k=Intel+Core+i5-7400T+2.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i5-7500T 2.7 GHz Quad-Core Processor,,,4,2.7,3.3,35,https://www.amazon.com/s?k=Intel+Core+i5-7500T+2.7+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A6-9550 3.8 GHz Dual-Core Processor,,,2,3.8,4.0,65,https://www.amazon.com/s?k=AMD+A6-9550+3.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-870S 2.667 GHz Quad-Core Processor,,,4,2.667,N/A,82,https://www.amazon.com/s?k=Intel+Core+i7-870S+2.667+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G5600 3.9 GHz Dual-Core OEM/Tray Processor,,,2,3.9,N/A,54,https://www.amazon.com/s?k=Intel+Pentium+Gold+G5600+3.9+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2660 2.2 GHz 8-Core OEM/Tray Processor,,$73.14,8,2.2,3.0,95,https://www.amazon.com/dp/B00KCCJ7BY?tag=bgfg-pc-builder-us-20
Intel Xeon E5-2660 2.2 GHz 8-Core OEM/Tray Processor,,,8,2.2,3.0,95,https://www.amazon.com/s?k=Intel+Xeon+E5-2660+2.2+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-9350K 4 GHz Quad-Core OEM/Tray Processor,,,4,4.0,4.6,91,https://www.amazon.com/s?k=Intel+Core+i3-9350K+4+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium G3420 3.2 GHz Dual-Core OEM/Tray Processor,,$96.54,2,3.2,N/A,54,https://www.amazon.com/dp/B00EY3YWPS?tag=bgfg-pc-builder-us-20
AMD Athlon II X3 440 3 GHz Triple-Core Processor,4.0,,3,3.0,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+440+3+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X2 545 3 GHz Dual-Core Processor,,,2,3.0,N/A,80,https://www.amazon.com/s?k=AMD+Phenom+II+X2+545+3+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X3 710 2.6 GHz Triple-Core Processor,,,3,2.6,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X3+710+2.6+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 925 2.8 GHz Quad-Core Processor,,,4,2.8,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X4+925+2.8+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X2 245e 2.9 GHz Dual-Core Processor,,,2,2.9,N/A,45,https://www.amazon.com/s?k=AMD+Athlon+II+X2+245e+2.9+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 405e 2.3 GHz Triple-Core Processor,,,3,2.3,N/A,45,https://www.amazon.com/s?k=AMD+Athlon+II+X3+405e+2.3+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 415e 2.5 GHz Triple-Core Processor,,,3,2.5,N/A,45,https://www.amazon.com/s?k=AMD+Athlon+II+X3+415e+2.5+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 600e 2.2 GHz Quad-Core Processor,,,4,2.2,N/A,45,https://www.amazon.com/s?k=AMD+Athlon+II+X4+600e+2.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X3 720 Black 2.8 GHz Triple-Core Processor,,,3,2.8,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X3+720+Black+2.8+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron E3200 2.4 GHz Dual-Core OEM/Tray Processor,,,2,2.4,N/A,65,https://www.amazon.com/s?k=Intel+Celeron+E3200+2.4+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron E3300 2.5 GHz Dual-Core OEM/Tray Processor,,,2,2.5,N/A,65,https://www.amazon.com/s?k=Intel+Celeron+E3300+2.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E5400 2.7 GHz Dual-Core OEM/Tray Processor,,,2,2.7,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E5400+2.7+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium E6300 2.8 GHz Dual-Core Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=Intel+Pentium+E6300+2.8+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6400 2.13 GHz Dual-Core Processor,,,2,2.13,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E6400+2.13+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6540 2.33 GHz Dual-Core OEM/Tray Processor,,,2,2.33,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E6540+2.33+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E6550 2.33 GHz Dual-Core Processor,,,2,2.33,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E6550+2.33+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7200 2.53 GHz Dual-Core OEM/Tray Processor,,,2,2.53,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E7200+2.53+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7300 2.66 GHz Dual-Core OEM/Tray Processor,,,2,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E7300+2.66+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7400 2.8 GHz Dual-Core OEM/Tray Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E7400+2.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E7400 2.8 GHz Dual-Core OEM/Tray Processor,,,2,2.8,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E7400+2.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8190 2.66 GHz Dual-Core OEM/Tray Processor,,,2,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8190+2.66+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8200 2.66 GHz Dual-Core Processor,,,2,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8200+2.66+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8200 2.66 GHz Dual-Core OEM/Tray Processor,,,2,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8200+2.66+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Duo E8500 3.16 GHz Dual-Core Processor,,,2,3.16,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Duo+E8500+3.16+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-860S 2.53 GHz Quad-Core OEM/Tray Processor,,,4,2.53,N/A,82,https://www.amazon.com/s?k=Intel+Core+i7-860S+2.53+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q6700 2.66 GHz Quad-Core OEM/Tray Processor,,,4,2.66,N/A,100,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q6700+2.66+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8200 2.33 GHz Quad-Core OEM/Tray Processor,,$48.95,4,2.33,N/A,95,https://www.amazon.com/dp/B002973RW0?tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8200 2.33 GHz Quad-Core OEM/Tray Processor,,,4,2.33,N/A,95,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8200+2.33+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8200S 2.33 GHz Quad-Core OEM/Tray Processor,,,4,2.33,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8200S+2.33+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8300 2.5 GHz Quad-Core OEM/Tray Processor,,,4,2.5,N/A,95,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8300+2.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8400 2.66 GHz Quad-Core OEM/Tray Processor,,,4,2.66,N/A,95,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8400+2.66+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8400S 2.66 GHz Quad-Core OEM/Tray Processor,,,4,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8400S+2.66+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q8400S 2.66 GHz Quad-Core Processor,,,4,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q8400S+2.66+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q9400S 2.66 GHz Quad-Core OEM/Tray Processor,,,4,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q9400S+2.66+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q9400S 2.66 GHz Quad-Core Processor,,,4,2.66,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q9400S+2.66+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q9505 2.83 GHz Quad-Core OEM/Tray Processor,4.0,,4,2.83,N/A,95,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q9505+2.83+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Quad Q9505S 2.83 GHz Quad-Core OEM/Tray Processor,,,4,2.83,N/A,65,https://www.amazon.com/s?k=Intel+Core+2+Quad+Q9505S+2.83+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX6800 2.93 GHz Quad-Core Processor,,,4,2.93,N/A,100,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX6800+2.93+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX6800 2.93 GHz Quad-Core OEM/Tray Processor,,,4,2.93,N/A,100,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX6800+2.93+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX6800 2.93 GHz Quad-Core OEM/Tray Processor,,,4,2.93,N/A,100,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX6800+2.93+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX9770 3.2 GHz Quad-Core OEM/Tray Processor,,,4,3.2,N/A,136,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX9770+3.2+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX9775 3.2 GHz Quad-Core Processor,,,4,3.2,N/A,150,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX9775+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core 2 Extreme QX9775 3.2 GHz Quad-Core Processor,,,4,3.2,N/A,150,https://www.amazon.com/s?k=Intel+Core+2+Extreme+QX9775+3.2+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X2 255 3.1 GHz Dual-Core Processor,,,2,3.1,N/A,65,https://www.amazon.com/s?k=AMD+Athlon+II+X2+255+3.1+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 610e 2.4 GHz Quad-Core Processor,,,4,2.4,N/A,45,https://www.amazon.com/s?k=AMD+Athlon+II+X4+610e+2.4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X3 715 Black 2.8 GHz Triple-Core OEM/Tray Processor,,,3,2.8,N/A,95,https://www.amazon.com/s?k=AMD+Phenom+II+X3+715+Black+2.8+GHz+Triple-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 425 2.7 GHz Triple-Core OEM/Tray Processor,,,3,2.7,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+425+2.7+GHz+Triple-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X2 565 Black 3.4 GHz Dual-Core Processor,,,2,3.4,N/A,80,https://www.amazon.com/s?k=AMD+Phenom+II+X2+565+Black+3.4+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 955 3.2 GHz Quad-Core OEM/Tray Processor,,,4,3.2,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+955+3.2+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X4 955 3.2 GHz Quad-Core OEM/Tray Processor,,,4,3.2,N/A,125,https://www.amazon.com/s?k=AMD+Phenom+II+X4+955+3.2+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 630 2.8 GHz Quad-Core Processor,,,4,2.8,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X4+630+2.8+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD FX-8150 3.6 GHz 8-Core OEM/Tray Processor,,,8,3.6,N/A,125,https://www.amazon.com/s?k=AMD+FX-8150+3.6+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A8-3850 2.9 GHz Quad-Core OEM/Tray Processor,,,4,2.9,N/A,100,https://www.amazon.com/s?k=AMD+A8-3850+2.9+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A6-3650 2.6 GHz Quad-Core OEM/Tray Processor,,,4,2.6,N/A,100,https://www.amazon.com/s?k=AMD+A6-3650+2.6+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G555 2.7 GHz Dual-Core Processor,,,2,2.7,N/A,65,https://www.amazon.com/s?k=Intel+Celeron+G555+2.7+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD FX-9370 4.4 GHz 8-Core OEM/Tray Processor,,,8,4.4,4.7,220,https://www.amazon.com/s?k=AMD+FX-9370+4.4+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron X2 198 2.5 GHz Dual-Core OEM/Tray Processor,,,2,2.5,N/A,65,https://www.amazon.com/s?k=AMD+Sempron+X2+198+2.5+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Sempron X2 198 2.5 GHz Dual-Core Processor,,,2,2.5,N/A,65,https://www.amazon.com/s?k=AMD+Sempron+X2+198+2.5+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A10-7800 3.5 GHz Quad-Core OEM/Tray Processor,,,4,3.5,3.9,65,https://www.amazon.com/s?k=AMD+A10-7800+3.5+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A10-6800K 4.1 GHz Quad-Core OEM/Tray Processor,,,4,4.1,N/A,100,https://www.amazon.com/s?k=AMD+A10-6800K+4.1+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A10-6800B 4.1 GHz Quad-Core OEM/Tray Processor,,,4,4.1,4.4,100,https://www.amazon.com/s?k=AMD+A10-6800B+4.1+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-6320 3.8 GHz Dual-Core OEM/Tray Processor,,,2,3.8,4.0,65,https://www.amazon.com/s?k=AMD+A4-6320+3.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-3450 2.9 GHz Dual-Core OEM/Tray Processor,,,2,2.9,N/A,65,https://www.amazon.com/s?k=AMD+A4-3450+2.9+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-7320 4.1 GHz Dual-Core OEM/Tray Processor,,,2,4.1,N/A,51,https://www.amazon.com/s?k=Intel+Core+i3-7320+4.1+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-7101TE 3.4 GHz Dual-Core OEM/Tray Processor,,,2,3.4,N/A,35,https://www.amazon.com/s?k=Intel+Core+i3-7101TE+3.4+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-7300T 3.5 GHz Dual-Core Processor,,,2,3.5,N/A,35,https://www.amazon.com/s?k=Intel+Core+i3-7300T+3.5+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-7820X 3.6 GHz 8-Core Processor,,,8,3.6,4.5,140,https://www.amazon.com/s?k=Intel+Core+i7-7820X+3.6+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A8-7670K 3.6 GHz Quad-Core Processor,,,4,3.6,3.9,95,https://www.amazon.com/s?k=AMD+A8-7670K+3.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2450V2 2.5 GHz 8-Core Processor,,,8,2.5,3.3,95,https://www.amazon.com/s?k=Intel+Xeon+E5-2450V2+2.5+GHz+8-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E3-1240 V6 3.7 GHz Quad-Core Processor,,$665.93,4,3.7,4.1,72,https://www.amazon.com/dp/B06XX8CHT2?tag=bgfg-pc-builder-us-20
AMD Athlon X4 970 3.8 GHz Quad-Core Processor,,,4,3.8,4.0,65,https://www.amazon.com/s?k=AMD+Athlon+X4+970+3.8+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD A6-9550 3.8 GHz Dual-Core OEM/Tray Processor,,,2,3.8,4.0,65,https://www.amazon.com/s?k=AMD+A6-9550+3.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i7-870S 2.667 GHz Quad-Core OEM/Tray Processor,,,4,2.667,N/A,82,https://www.amazon.com/s?k=Intel+Core+i7-870S+2.667+GHz+Quad-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron G4920 3.2 GHz Dual-Core OEM/Tray Processor,,,2,3.2,N/A,65,https://www.amazon.com/s?k=Intel+Celeron+G4920+3.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G5500 3.8 GHz Dual-Core OEM/Tray Processor,,,2,3.8,N/A,54,https://www.amazon.com/s?k=Intel+Pentium+Gold+G5500+3.8+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Pentium Gold G5500T 3.2 GHz Dual-Core OEM/Tray Processor,,,2,3.2,N/A,35,https://www.amazon.com/s?k=Intel+Pentium+Gold+G5500T+3.2+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Core i3-4360 3.7 GHz Dual-Core OEM/Tray Processor,,,2,3.7,N/A,54,https://www.amazon.com/s?k=Intel+Core+i3-4360+3.7+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2665 2.4 GHz 8-Core OEM/Tray Processor,,,8,2.4,3.1,115,https://www.amazon.com/s?k=Intel+Xeon+E5-2665+2.4+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2660 2.2 GHz 8-Core OEM/Tray Processor,,,8,2.2,3.0,95,https://www.amazon.com/s?k=Intel+Xeon+E5-2660+2.2+GHz+8-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2620 2 GHz 6-Core OEM/Tray Processor,,$139.94,6,2.0,N/A,95,https://www.amazon.com/dp/B00BTIFDAE?tag=bgfg-pc-builder-us-20
Intel Xeon E-2174G 3.8 GHz Quad-Core Processor,,$412.99,4,3.8,4.7,71,https://www.amazon.com/dp/B07KNNJJPS?tag=bgfg-pc-builder-us-20
Intel Xeon E-2274G 4 GHz Quad-Core Processor,,,4,4.0,4.9,83,https://www.amazon.com/s?k=Intel+Xeon+E-2274G+4+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E-2124 3.3 GHz Quad-Core OEM/Tray Processor,,$238.00,4,3.3,4.3,71,https://www.amazon.com/dp/B081CW8DP7?tag=bgfg-pc-builder-us-20
Intel Pentium G3240 3.1 GHz Dual-Core OEM/Tray Processor,,,2,3.1,N/A,53,https://www.amazon.com/s?k=Intel+Pentium+G3240+3.1+GHz+Dual-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD A4-3400 2.7 GHz Dual-Core Processor,,,2,2.7,N/A,65,https://www.amazon.com/s?k=AMD+A4-3400+2.7+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Xeon E5-2687W V3 3.1 GHz 10-Core OEM/Tray Processor,,$1998.95,10,3.1,3.5,160,https://www.amazon.com/dp/B00PDD1S3C?tag=bgfg-pc-builder-us-20
Intel Xeon E3-1220 V6 3 GHz Quad-Core OEM/Tray Processor,,$609.12,4,3.0,3.5,72,https://www.amazon.com/dp/B06Y3X16XD?tag=bgfg-pc-builder-us-20
Intel Xeon E-2124G 3.4 GHz Quad-Core OEM/Tray Processor,,$272.53,4,3.4,4.5,71,https://www.amazon.com/dp/B07DYJ53P3?tag=bgfg-pc-builder-us-20
AMD Athlon II X3 425 2.7 GHz Triple-Core Processor,,,3,2.7,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+425+2.7+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 435 2.9 GHz Triple-Core Processor,,,3,2.9,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+435+2.9+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X3 435 2.9 GHz Triple-Core Processor,,,3,2.9,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X3+435+2.9+GHz+Triple-Core+Processor&tag=bgfg-pc-builder-us-20
Intel Celeron 450 2.2 GHz Single-Core OEM/Tray Processor,,,1,2.2,N/A,35,https://www.amazon.com/s?k=Intel+Celeron+450+2.2+GHz+Single-Core+OEM%2FTray+Processor&tag=bgfg-pc-builder-us-20
AMD Phenom II X2 550 3.1 GHz Dual-Core Processor,3.5,,2,3.1,N/A,80,https://www.amazon.com/s?k=AMD+Phenom+II+X2+550+3.1+GHz+Dual-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 620 2.6 GHz Quad-Core Processor,3.0,,4,2.6,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X4+620+2.6+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
AMD Athlon II X4 635 2.9 GHz Quad-Core Processor,,,4,2.9,N/A,95,https://www.amazon.com/s?k=AMD+Athlon+II+X4+635+2.9+GHz+Quad-Core+Processor&tag=bgfg-pc-builder-us-20
