name,rating,price,fan rpm,noise level,color,link
Asus ROG STRIX LC 240 RGB 80.95 CFM Liquid CPU Cooler,,$150.99,800 - 2500 RPM,37.6 dB,Black,https://www.amazon.com/dp/B07S7YK51M?tag=bgfg-pc-builder-us-20
Corsair H100i GTX 70.69 CFM Liquid CPU Cooler,4.5,$99.99,2435 RPM,37.7 dB,N/A,https://www.amazon.com/dp/B00SV7IEJI?tag=bgfg-pc-builder-us-20
ARCTIC Freezer 13 36.4 CFM CPU Cooler,4.8,,600 - 2000 RPM,N/A,N/A,https://www.amazon.com/s?k=ARCTIC+Freezer+13+36.4+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING FROSTFLOW X 240 LITE SNOW 76.16 CFM Liquid CPU Cooler,,,700 - 1800 RPM,15.2 - 35.2 dB,White,https://www.amazon.com/s?k=ID-COOLING+FROSTFLOW+X+240+LITE+SNOW+76.16+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
GAMDIAS CHIONE P3-360U 69.01 CFM Liquid CPU Cooler,,,800 - 2000 RPM,10 - 31 dB,Black,https://www.amazon.com/s?k=GAMDIAS+CHIONE+P3-360U+69.01+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
be quiet! Shadow Rock TF 2 CPU Cooler,5.0,$59.90,1400 RPM,11.9 - 24.4 dB,Silver / Black,https://www.amazon.com/dp/B0723BLJBZ?tag=bgfg-pc-builder-us-20
Enermax Liqmax III 120 RGB 90.1 CFM Liquid CPU Cooler,2.0,$65.98,500 - 2000 RPM,14 - 32 dB,Black,https://www.amazon.com/dp/B07QK5Z2XZ?tag=bgfg-pc-builder-us-20
Corsair H50 57 CFM Liquid CPU Cooler,4.6,$79.99,1700 RPM,30.32 dB,N/A,https://www.amazon.com/dp/B002QG2H7K?tag=bgfg-pc-builder-us-20
ID-COOLING DX360 MAX 85 CFM Liquid CPU Cooler,,,N/A,32.5 dB,White,https://www.amazon.com/s?k=ID-COOLING+DX360+MAX+85+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid 360 Core II 70.7 CFM Liquid CPU Cooler,,$99.99,600 - 1750 RPM,30 dB,White,https://www.amazon.com/dp/B0DQ2N7YPK?tag=bgfg-pc-builder-us-20
ID-COOLING FX360 76.16 CFM Liquid CPU Cooler,,,700 - 1800 RPM,35.2 dB,White,https://www.amazon.com/s?k=ID-COOLING+FX360+76.16+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone IceMyst 240 75.74 CFM Liquid CPU Cooler,,$109.99,500 - 2200 RPM,12.1 - 33.1 dB,Silver / Black,https://www.amazon.com/dp/B0CMYVHSS3?tag=bgfg-pc-builder-us-20
Phanteks PH-TC12ST5_DBK01 84.26 CFM CPU Cooler,,,400 - 2000 RPM,35.7 dB,N/A,https://www.amazon.com/s?k=Phanteks+PH-TC12ST5_DBK01+84.26+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
TRYX PANORAMA 81.32 CFM Liquid CPU Cooler,,,500 - 2250 RPM,30.97 dB,White,https://www.amazon.com/s?k=TRYX+PANORAMA+81.32+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK JUNO-X 52 CFM CPU Cooler,,,1200 - 2500 RPM,26 dB,Black,https://www.amazon.com/s?k=RAIJINTEK+JUNO-X+52+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Jonsbo HX6250 90.2 CFM CPU Cooler,,$66.99,400 - 1800 RPM,28 - 38 dB,Black,https://www.amazon.com/s?k=Jonsbo+HX6250+90.2+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xilence I200 40.9 CFM CPU Cooler,,$17.44,2200 RPM,25 dB,Black / Silver,https://www.amazon.com/dp/B01KADYTEE?tag=bgfg-pc-builder-us-20
Jonsbo HX6200D 62 CFM CPU Cooler,,$48.00,700 - 1800 RPM,18.6 - 29.7 dB,White,https://www.amazon.com/dp/B09TYWF5V7?tag=bgfg-pc-builder-us-20
ARCTIC Alpine AM4 CO CPU Cooler,,$23.36,100 - 2700 RPM,N/A,Black,https://www.amazon.com/dp/B07L5G3M2Z?tag=bgfg-pc-builder-us-20
Zalman CNPS17X 61 CFM CPU Cooler,,$44.99,800 - 1500 RPM,29 dB,Black / Silver,https://www.amazon.com/s?k=Zalman+CNPS17X+61+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Fractal Design Celsius S24 Blackout 87.6 CFM Liquid CPU Cooler,,$119.99,500 - 2000 RPM,32.2 dB,Black,https://www.amazon.com/dp/B07VVL9JZT?tag=bgfg-pc-builder-us-20
Alpenföhn Brocken 4 Max 55.326 CFM CPU Cooler,,,400 - 1800 RPM,22.8 - 24.7 dB,Black,https://www.amazon.com/s?k=Alpenf%C3%B6hn+Brocken+4+Max+55.326+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xilence A200 40.9 CFM CPU Cooler,,$50.00,2200 RPM,32 dB,Black / Silver,https://www.amazon.com/dp/B01L6PYKC6?tag=bgfg-pc-builder-us-20
Scythe Kotetsu Mark II 51.17 CFM CPU Cooler,,$57.76,300 - 1200 RPM,4 - 24.9 dB,N/A,https://www.amazon.com/dp/B072PWL5YF?tag=bgfg-pc-builder-us-20
Thermaltake Floe Riing RGB 360 TT Premium Edition 42.34 CFM Liquid CPU Cooler,4.3,$199.99,500 - 1400 RPM,19.8 - 24.7 dB,N/A,https://www.amazon.com/dp/B07537Q8LV?tag=bgfg-pc-builder-us-20
Fractal Design Celsius+ S28 Dynamic X2 PWM 85.71 CFM Liquid CPU Cooler,4.6,$177.99,500 - 1700 RPM,32.7 dB,Black,https://www.amazon.com/s?k=Fractal+Design+Celsius%2B+S28+Dynamic+X2+PWM+85.71+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool CASTLE 360EX WHITE 64.4 CFM Liquid CPU Cooler,4.7,$109.99,500 - 1800 RPM,32.1 dB,White / Black,https://www.amazon.com/dp/B07X74W9TL?tag=bgfg-pc-builder-us-20
Deepcool GAMMAXX C40 33 CFM CPU Cooler,,$68.45,500 - 2000 RPM,23.9 dB,Black / Silver,https://www.amazon.com/dp/B07MR1VY57?tag=bgfg-pc-builder-us-20
ID-COOLING IS-40X V3 46 CFM CPU Cooler,,,800 - 2800 RPM,35.2 dB,White,https://www.amazon.com/s?k=ID-COOLING+IS-40X+V3+46+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair H100 92 CFM Liquid CPU Cooler,4.5,$119.99,1300 - 2500 RPM,22 - 39 dB,N/A,https://www.amazon.com/dp/B0051U7HMS?tag=bgfg-pc-builder-us-20
Cooler Master Hyper T4 70 CFM Rifle Bearing CPU Cooler,4.2,,1800 RPM,15.1 - 31.6 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+Hyper+T4+70+CFM+Rifle+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
NZXT Kraken X52 Rev 2 73.11 CFM Liquid CPU Cooler,4.6,,500 - 2000 RPM,21 - 36 dB,N/A,https://www.amazon.com/s?k=NZXT+Kraken+X52+Rev+2+73.11+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer 33 eSports ONE (Black/Red) CPU Cooler,4.7,,200 - 1800 RPM,24.4 dB,Black / Red,https://www.amazon.com/s?k=ARCTIC+Freezer+33+eSports+ONE+%28Black%2FRed%29+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool Gammaxx L360 V2 69.34 CFM Liquid CPU Cooler,5.0,$114.29,500 - 1800 RPM,30 dB,Black / White,https://www.amazon.com/dp/B07VBN32J9?tag=bgfg-pc-builder-us-20
CRYORIG C7 Cu 40.5 CFM CPU Cooler,3.5,$189.00,600 - 2500 RPM,30 dB,White / Orange,https://www.amazon.com/dp/B07BKYJDGM?tag=bgfg-pc-builder-us-20
Alphacool Eisbaer 420 62.31 CFM Liquid CPU Cooler,,$150.70,1100 RPM,29.4 dB,Black / Blue,https://www.amazon.com/dp/B01MQ0S3AU?tag=bgfg-pc-builder-us-20
Iceberg Thermal IceSLEET G4 Midnight Limited Edition 58.5 CFM CPU Cooler,,,600 - 1400 RPM,22.5 dB,Black,https://www.amazon.com/s?k=Iceberg+Thermal+IceSLEET+G4+Midnight+Limited+Edition+58.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync 119.6 CFM Liquid CPU Cooler,,,500 - 2000 RPM,31.6 dB,Black,https://www.amazon.com/s?k=Thermaltake+TOUGHLIQUID+360+EX+Pro+ARGB+Sync+119.6+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Core Matrix 69 CFM Liquid CPU Cooler,,,2150 RPM,27 dB,Black,https://www.amazon.com/s?k=Thermalright+Core+Matrix+69+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake TH240 ARGB Sync 59.28 CFM Liquid CPU Cooler,4.0,$99.99,1500 RPM,28.2 dB,Black,https://www.amazon.com/dp/B088LMBTQZ?tag=bgfg-pc-builder-us-20
Noctua NH-C14 CPU Cooler,4.7,,750 - 1200 RPM,10.1 - 19.6 dB,N/A,https://www.amazon.com/s?k=Noctua+NH-C14+CPU+Cooler&tag=bgfg-pc-builder-us-20
EVGA CLC 120 74.82 CFM Liquid CPU Cooler,4.4,,500 - 2400 RPM,16 - 39.9 dB,N/A,https://www.amazon.com/s?k=EVGA+CLC+120+74.82+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
MSI CORE FROZR L 71.27 CFM CPU Cooler,4.3,,500 - 1800 RPM,17.2 - 33.6 dB,N/A,https://www.amazon.com/s?k=MSI+CORE+FROZR+L+71.27+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool Castle 360 RGB V2 69.34 CFM Liquid CPU Cooler,4.4,$110.86,500 - 1800 RPM,30 dB,Black,https://www.amazon.com/dp/B07TK19XMV?tag=bgfg-pc-builder-us-20
Thermalright Frozen Magic Scenic V2 69 CFM Liquid CPU Cooler,,$76.90,2150 RPM,28.1 dB,White,https://www.amazon.com/dp/B0BDJSLFSX?tag=bgfg-pc-builder-us-20
Ocypus Iota A62 77 CFM CPU Cooler,,$65.98,500 - 2000 RPM,29 dB,Black,https://www.amazon.com/dp/B08G4PMFST?tag=bgfg-pc-builder-us-20
ID-COOLING SE-903-XT 45.8 CFM CPU Cooler,,,500 - 2200 RPM,14 - 25.8 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-903-XT+45.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
NZXT Kraken X61 106.1 CFM Liquid CPU Cooler,4.5,,800 - 2000 RPM,20 - 37 dB,N/A,https://www.amazon.com/s?k=NZXT+Kraken+X61+106.1+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID R 78.73 CFM Liquid CPU Cooler,4.4,$94.99,500 - 2000 RPM,14.3 - 34.3 dB,Black,https://www.amazon.com/dp/B087YXWFTK?tag=bgfg-pc-builder-us-20
ID-COOLING IS-55 ARGB 54.6 CFM CPU Cooler,,$39.99,500 - 2000 RPM,31.2 dB,White,https://www.amazon.com/dp/B0B38JPZ7L?tag=bgfg-pc-builder-us-20
ARCTIC Freezer A35 CPU Cooler,,$27.23,200 - 1800 RPM,N/A,Black / White,https://www.amazon.com/dp/B09PNHXXCS?tag=bgfg-pc-builder-us-20
Gelid Solutions Liquid 120 Liquid CPU Cooler,,$66.00,750 - 1800 RPM,29.6 dB,Black,https://www.amazon.com/dp/B0BV6ZLJLT?tag=bgfg-pc-builder-us-20
Deepcool CASTLE 240EX A-RGB 69.34 CFM Liquid CPU Cooler,,,500 - 1800 RPM,30 dB,White / Black,https://www.amazon.com/s?k=Deepcool+CASTLE+240EX+A-RGB+69.34+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Frost Tower 120 82 CFM CPU Cooler,,$35.90,1850 RPM,29.6 dB,N/A,https://www.amazon.com/dp/B0BR84PRP8?tag=bgfg-pc-builder-us-20
Thermalright Assassin X 120 R Digital ARGB 70.84 CFM CPU Cooler,,$24.90,2000 RPM,29.8 dB,White,https://www.amazon.com/dp/B0DMVVGR2R?tag=bgfg-pc-builder-us-20
Thermalright Frozen Vision 240 69 CFM Liquid CPU Cooler,,,2150 - 21500 RPM,27 dB,Black,https://www.amazon.com/s?k=Thermalright+Frozen+Vision+240+69+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair H105 73 CFM Liquid CPU Cooler,4.6,$129.99,800 - 2700 RPM,37.7 dB,N/A,https://www.amazon.com/s?k=Corsair+H105+73+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool GAMMAXX 200T 54.25 CFM CPU Cooler,4.5,,900 - 1600 RPM,17.8 - 26.1 dB,N/A,https://www.amazon.com/s?k=Deepcool+GAMMAXX+200T+54.25+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool GAMMAXX L240 A-RGB 69.34 CFM Liquid CPU Cooler,,$121.41,500 - 1800 RPM,30 dB,Black,https://www.amazon.com/dp/B08SM58LQD?tag=bgfg-pc-builder-us-20
Phanteks PH-TC12ST4_DBK01 84.26 CFM CPU Cooler,,,400 - 2000 RPM,35.7 dB,N/A,https://www.amazon.com/s?k=Phanteks+PH-TC12ST4_DBK01+84.26+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING ZOOMFLOW 360 XT SNOW 68.2 CFM Liquid CPU Cooler,,,500 - 1500 RPM,13.8 - 30.5 dB,White,https://www.amazon.com/s?k=ID-COOLING+ZOOMFLOW+360+XT+SNOW+68.2+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Frost Spirit 140 V3 BLACK 77.8 CFM CPU Cooler,,$51.59,1500 RPM,25.6 dB,Black,https://www.amazon.com/dp/B097DVSKM1?tag=bgfg-pc-builder-us-20
CRYORIG C7 40.5 CFM CPU Cooler,4.4,,600 - 2500 RPM,30 dB,N/A,https://www.amazon.com/s?k=CRYORIG+C7+40.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair H75 2018 64 CFM Liquid CPU Cooler,4.5,$94.99,1900 RPM,31 dB,Black,https://www.amazon.com/s?k=Corsair+H75+2018+64+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe Big Shuriken 3 Rev.B 48 CFM CPU Cooler,4.0,$49.99,300 - 1800 RPM,2.58 - 27.8 dB,Black / Silver,https://www.amazon.com/dp/B09SH4R8VV?tag=bgfg-pc-builder-us-20
Asus ROG RYUJIN II ARGB 70.07 CFM Liquid CPU Cooler,,$229.99,N/A,N/A,Silver / Black,https://www.amazon.com/dp/B0B7CDR6H5?tag=bgfg-pc-builder-us-20
Silverstone AR12 RGB 68.9 CFM CPU Cooler,,$38.42,700 - 2200 RPM,9 - 29 dB,Silver / Black,https://www.amazon.com/dp/B085VLHKNJ?tag=bgfg-pc-builder-us-20
ID-COOLING AURAFLOW X 240 EVO SNOW 74.5 CFM Liquid CPU Cooler,,,700 - 1800 RPM,18 - 35.2 dB,White,https://www.amazon.com/s?k=ID-COOLING+AURAFLOW+X+240+EVO+SNOW+74.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Ocypus Iota L24 77 CFM Liquid CPU Cooler,,$89.99,500 - 2000 RPM,29 dB,Black,https://www.amazon.com/dp/B0DKX2L923?tag=bgfg-pc-builder-us-20
Cooler Master MasterAir MA620M 57.3 CFM CPU Cooler,4.9,$79.99,650 - 2000 RPM,8 - 30 dB,Black,https://www.amazon.com/dp/B07YLKPWL5?tag=bgfg-pc-builder-us-20
Thermaltake CLP0556 39.7 CFM Sleeve Bearing CPU Cooler,4.0,$18.98,1900 - 2300 RPM,22 dB,N/A,https://www.amazon.com/dp/B002RWJGI6?tag=bgfg-pc-builder-us-20
ARCTIC Freezer A13 X CPU Cooler,5.0,$27.99,300 - 2000 RPM,N/A,Black / White,https://www.amazon.com/dp/B089NY81HT?tag=bgfg-pc-builder-us-20
Thermalright Frozen Vision 240 69 CFM Liquid CPU Cooler,,,2150 - 21500 RPM,27 dB,White,https://www.amazon.com/s?k=Thermalright+Frozen+Vision+240+69+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noctua NH-L12 37.79 CFM CPU Cooler,4.8,,1200 - 1600 RPM,13.1 - 22.4 dB,N/A,https://www.amazon.com/s?k=Noctua+NH-L12+37.79+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Asus ROG STRIX LC 360 RGB 80.95 CFM Liquid CPU Cooler,4.0,,800 - 2500 RPM,37.6 dB,Black,https://www.amazon.com/s?k=Asus+ROG+STRIX+LC+360+RGB+80.95+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Royal Pretor 130 81.88 CFM CPU Cooler,,,1750 RPM,28.3 dB,Black,https://www.amazon.com/s?k=Thermalright+Royal+Pretor+130+81.88+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer i13 X CPU Cooler,,$29.99,300 - 2000 RPM,N/A,Black / White,https://www.amazon.com/dp/B089NY29SY?tag=bgfg-pc-builder-us-20
ARCTIC Liquid Freezer II 240 RGB 48.8 CFM Liquid CPU Cooler,,$124.99,200 - 1800 RPM,22.5 dB,Black,https://www.amazon.com/dp/B08WRJ8LP2?tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID I240 70.7 CFM Liquid CPU Cooler,,,N/A,N/A,White,https://www.amazon.com/s?k=MSI+MAG+CORELIQUID+I240+70.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
PC Cooler RZ620 86.73 CFM CPU Cooler,,$77.29,500 - 2200 RPM,28 - 32 dB,Black / Silver,https://www.amazon.com/dp/B0CLLG75HP?tag=bgfg-pc-builder-us-20
Cooler Master Hyper 411 Nano 45.14 CFM CPU Cooler,,,650 - 2500 RPM,30.04 dB,Black,https://www.amazon.com/s?k=Cooler+Master+Hyper+411+Nano+45.14+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Alphacool Eisbaer LT240 63.85 CFM Liquid CPU Cooler,5.0,$113.50,550 - 1700 RPM,29 dB,Black,https://www.amazon.com/dp/B072HMR92X?tag=bgfg-pc-builder-us-20
Zalman ALPHA2 A36 Liquid CPU Cooler,,,600 - 2000 RPM,29.7 dB,Black,https://www.amazon.com/s?k=Zalman+ALPHA2+A36+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
GAMDIAS CHIONE M2 67 CFM Liquid CPU Cooler,5.0,$79.99,800 - 1800 RPM,N/A,Black,https://www.amazon.com/dp/B08C7FMCPY?tag=bgfg-pc-builder-us-20
Iceberg Thermal IceFLOE T65 37.6 CFM CPU Cooler,,,1000 - 3000 RPM,31.5 dB,Silver / Teal,https://www.amazon.com/s?k=Iceberg+Thermal+IceFLOE+T65+37.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cougar Helor 360 78.4 CFM Liquid CPU Cooler,5.0,$169.99,600 - 1800 RPM,37.1 dB,Black,https://www.amazon.com/dp/B07LFBF74M?tag=bgfg-pc-builder-us-20
ID-COOLING DASHFLOW XT LITE 78.25 CFM Liquid CPU Cooler,,$99.99,500 - 2000 RPM,29.85 dB,Black,https://www.amazon.com/dp/B0C9LYTGCC?tag=bgfg-pc-builder-us-20
BitFenix Cube ARGB 60 CFM Liquid CPU Cooler,,$74.90,2000 RPM,34 dB,White,https://www.amazon.com/dp/B0CMD2ZYHG?tag=bgfg-pc-builder-us-20
MSI MPG CORELIQUID D240 77.4 CFM Liquid CPU Cooler,,$209.99,N/A,N/A,Black,https://www.amazon.com/dp/B0CNDXDQMT?tag=bgfg-pc-builder-us-20
KOLINK Umbra Void 65.2 CFM Liquid CPU Cooler,,$142.61,2200 RPM,30 dB,Black,https://www.amazon.com/dp/B0CGQ57Y5Z?tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID E360 MONSTER HUNTER EDITION 75.04 CFM Liquid CPU Cooler,,,N/A,N/A,Black,https://www.amazon.com/s?k=MSI+MAG+CORELIQUID+E360+MONSTER+HUNTER+EDITION+75.04+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master Hyper 212 LED Turbo (Red) 66.3 CFM CPU Cooler,4.9,$71.99,300 - 1600 RPM,9 - 31 dB,N/A,https://www.amazon.com/dp/B06VWX2QLT?tag=bgfg-pc-builder-us-20
RAIJINTEK PALLAS 120 41.71 CFM CPU Cooler,2.0,$58.06,200 - 1400 RPM,28.43 dB,Black,https://www.amazon.com/dp/B07M6V4T4Y?tag=bgfg-pc-builder-us-20
ARCTIC Alpine M1 - Passive Fanless CPU Cooler,5.0,,N/A,0 dB,N/A,https://www.amazon.com/s?k=ARCTIC+Alpine+M1+-+Passive+Fanless+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool CAPTAIN 240EX WHITE 153.04 CFM Liquid CPU Cooler,4.7,,500 - 1800 RPM,17.6 - 31.3 dB,N/A,https://www.amazon.com/s?k=Deepcool+CAPTAIN+240EX+WHITE+153.04+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Ocypus Iota L24 77 CFM Liquid CPU Cooler,,$89.99,500 - 2000 RPM,29 dB,White,https://www.amazon.com/dp/B0DKX21NHY?tag=bgfg-pc-builder-us-20
Montech METAL DT24 BASE 69 CFM CPU Cooler,,$57.00,800 - 1950 RPM,26 dB,Black / Silver,https://www.amazon.com/dp/B0BNKS9BBZ?tag=bgfg-pc-builder-us-20
Cooler Master MasterAir MA610P ARGB 62 CFM CPU Cooler,,$89.99,650 - 1800 RPM,8 - 27 dB,N/A,https://www.amazon.com/dp/B08WHT3XH9?tag=bgfg-pc-builder-us-20
Xilence I250PWM 44.25 CFM CPU Cooler,,$25.85,800 - 2500 RPM,17.6 - 26.4 dB,Red / Black,https://www.amazon.com/dp/B01L6QMLE4?tag=bgfg-pc-builder-us-20
Noctua NH-U12P SE2 54.36 CFM CPU Cooler,4.6,,900 - 1300 RPM,12.6 - 19.8 dB,N/A,https://www.amazon.com/s?k=Noctua+NH-U12P+SE2+54.36+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair H80i 77 CFM Liquid CPU Cooler,4.3,$119.99,2700 RPM,37.68 dB,N/A,https://www.amazon.com/dp/B009ZN03AA?tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid ML120L RGB 66.7 CFM Liquid CPU Cooler,4.0,,650 - 2000 RPM,6 - 30 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+MasterLiquid+ML120L+RGB+66.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING ZOOMFLOW 240 XT 68.2 CFM Liquid CPU Cooler,,,500 - 1500 RPM,13.8 - 30.5 dB,Black,https://www.amazon.com/s?k=ID-COOLING+ZOOMFLOW+240+XT+68.2+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID C280 84.36 CFM Liquid CPU Cooler,4.5,$120.75,500 - 1800 RPM,14.8 - 33.28 dB,Black,https://www.amazon.com/dp/B0992ZSKVJ?tag=bgfg-pc-builder-us-20
Silverstone AR12-TUF 69.26 CFM CPU Cooler,,$41.99,300 - 2200 RPM,6.2 - 34.4 dB,Black / Orange,https://www.amazon.com/s?k=Silverstone+AR12-TUF+69.26+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake TOUGHAIR 710 81.96 CFM CPU Cooler,,,300 - 1400 RPM,18.5 - 23.9 dB,Black,https://www.amazon.com/s?k=Thermaltake+TOUGHAIR+710+81.96+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Xilence M403PRO.ARGB 61.5 CFM CPU Cooler,,$65.81,500 - 1800 RPM,14.2 - 25.6 dB,Black / Silver,https://www.amazon.com/dp/B08BN4JCGP?tag=bgfg-pc-builder-us-20
Phanteks GLACIER ONE 240D30 64.3 CFM Liquid CPU Cooler,,$248.00,250 - 2000 RPM,30.2 dB,White,https://www.amazon.com/dp/B0CCY1ZDK9?tag=bgfg-pc-builder-us-20
Jonsbo CR-3000 ARGB 59.48 CFM CPU Cooler,,,600 - 1500 RPM,22 - 32 dB,White,https://www.amazon.com/s?k=Jonsbo+CR-3000+ARGB+59.48+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Fractal Design Lumen S36 RGB 56 CFM Liquid CPU Cooler,5.0,,500 - 2000 RPM,10 - 33.2 dB,Black,https://www.amazon.com/s?k=Fractal+Design+Lumen+S36+RGB+56+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
SilentiumPC Fera 3 HE1224 CPU Cooler,,,500 - 1600 RPM,N/A,Black / Silver,https://www.amazon.com/s?k=SilentiumPC+Fera+3+HE1224+CPU+Cooler&tag=bgfg-pc-builder-us-20
Zalman CNPS4X 38.96 CFM CPU Cooler,,,800 - 2000 RPM,29 dB,Black,https://www.amazon.com/s?k=Zalman+CNPS4X+38.96+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Antec Symphony ARGB 72 CFM Liquid CPU Cooler,,$128.10,800 - 1600 RPM,20 - 35 dB,Black,https://www.amazon.com/dp/B09J3VW2MX?tag=bgfg-pc-builder-us-20
Mars Gaming MCPU-XT CPU Cooler,,$147.00,800 - 1600 RPM,9 - 26 dB,Black,https://www.amazon.com/dp/B0BRB4MY92?tag=bgfg-pc-builder-us-20
Noctua NH-D14 SE2011 CPU Cooler,4.6,,900 - 1300 RPM,12.6 - 19.8 dB,N/A,https://www.amazon.com/s?k=Noctua+NH-D14+SE2011+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool GAMMAXX 400 Blue 74.34 CFM CPU Cooler,4.4,,900 - 1500 RPM,17.8 - 30 dB,Blue / Silver,https://www.amazon.com/s?k=Deepcool+GAMMAXX+400+Blue+74.34+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Amazon Basics 34.1 CFM CPU Cooler,,$30.79,600 - 2000 RPM,6 - 29 dB,N/A,https://www.amazon.com/dp/B09R4MDLMM?tag=bgfg-pc-builder-us-20
Alphacool Core Ocean T38 62.8 CFM Liquid CPU Cooler,,$78.95,N/A,0 - 34.3 dB,Black,https://www.amazon.com/dp/B0BHZPWNR5?tag=bgfg-pc-builder-us-20
Asus ROG STRIX LC III ARGB 70.38 CFM Liquid CPU Cooler,,$173.99,800 - 2200 RPM,36 dB,White,https://www.amazon.com/dp/B0CXM3Y1MZ?tag=bgfg-pc-builder-us-20
ID-COOLING IS-50X V3 54.6 CFM CPU Cooler,,,500 - 2000 RPM,31.2 dB,Black / Gray,https://www.amazon.com/s?k=ID-COOLING+IS-50X+V3+54.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
TRYX PANORAMA ARGB 66.09 CFM Liquid CPU Cooler,,,500 - 1850 RPM,27.86 dB,Black,https://www.amazon.com/s?k=TRYX+PANORAMA+ARGB+66.09+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid LC240E RGB 76.4 CFM Liquid CPU Cooler,3.7,,650 - 1800 RPM,31.5 dB,Black,https://www.amazon.com/s?k=Cooler+Master+MasterLiquid+LC240E+RGB+76.4+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
