name,rating,price,chipset,memory,core clock,boost clock,color,length,link
EVGA 02G-P4-3740-KR GeForce GT 740 2 GB Graphics Card,,,GeForce GT 740,2 GB,993 MHz,N/A,Black,152 mm,https://www.amazon.com/s?k=EVGA+02G-P4-3740-KR+GeForce+GT+740+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Palit NE5XTIX015KB GeForce GTX Titan X 12 GB Graphics Card,,,GeForce GTX Titan X,12 GB,1000 MHz,1075 MHz,Black / Silver,282 mm,https://www.amazon.com/s?k=Palit+NE5XTIX015KB+GeForce+GTX+Titan+X+12+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-90308-10M GeForce GTX 960 4 GB Graphics Card,4.8,,GeForce GTX 960,4 GB,1177 MHz,1240 MHz,Black / Silver,206 mm,https://www.amazon.com/s?k=Zotac+ZT-90308-10M+GeForce+GTX+960+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus R7360-OC-2GD5 Radeon R7 360 2 GB Graphics Card,4.8,,Radeon R7 360,2 GB,1070 MHz,N/A,Black / Red,220 mm,https://www.amazon.com/s?k=Asus+R7360-OC-2GD5+Radeon+R7+360+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GAMING Radeon R7 370 2 GB Graphics Card,5.0,,Radeon R7 370,2 GB,1000 MHz,1050 MHz,Black / Red,258 mm,https://www.amazon.com/s?k=MSI+GAMING+Radeon+R7+370+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI R9 380 2GD5T OC Radeon R9 380 2 GB Graphics Card,5.0,,Radeon R9 380,2 GB,980 MHz,N/A,Black / White,254 mm,https://www.amazon.com/s?k=MSI+R9+380+2GD5T+OC+Radeon+R9+380+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GAMING Radeon R9 380 2 GB Graphics Card,4.8,,Radeon R9 380,2 GB,970 MHz,1000 MHz,Black / Red,268 mm,https://www.amazon.com/s?k=MSI+GAMING+Radeon+R9+380+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire Tri-X Radeon R9 390X 8 GB Graphics Card,,,Radeon R9 390X,8 GB,1055 MHz,N/A,Black / Orange,308 mm,https://www.amazon.com/s?k=Sapphire+Tri-X+Radeon+R9+390X+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire NITRO Radeon R9 390 8 GB Graphics Card,4.5,,Radeon R9 390,8 GB,1010 MHz,N/A,Black,308 mm,https://www.amazon.com/s?k=Sapphire+NITRO+Radeon+R9+390+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Sapphire ITX Compact Radeon R9 380 2 GB Graphics Card,5.0,,Radeon R9 380,2 GB,980 MHz,N/A,Black / Silver,170 mm,https://www.amazon.com/s?k=Sapphire+ITX+Compact+Radeon+R9+380+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus GTX760-DC2OC-4GD5 GeForce GTX 760 4 GB Graphics Card,,,GeForce GTX 760,4 GB,1006 MHz,1072 MHz,Black / Red,218 mm,https://www.amazon.com/s?k=Asus+GTX760-DC2OC-4GD5+GeForce+GTX+760+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX DD Radeon R9 390 8 GB Graphics Card,4.6,,Radeon R9 390,8 GB,1015 MHz,N/A,Black / Silver,295 mm,https://www.amazon.com/s?k=XFX+DD+Radeon+R9+390+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GAMING LE 100ME GeForce GTX 970 4 GB Graphics Card,,,GeForce GTX 970,4 GB,1076 MHz,1216 MHz,Black / Green,269 mm,https://www.amazon.com/s?k=MSI+GAMING+LE+100ME+GeForce+GTX+970+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte WINDFORCE 3X Radeon R9 270X 2 GB Graphics Card,,,Radeon R9 270X,2 GB,1050 MHz,1100 MHz,Black / Silver,290 mm,https://www.amazon.com/s?k=Gigabyte+WINDFORCE+3X+Radeon+R9+270X+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-90602-10M GeForce GTX 950 2 GB Graphics Card,,,GeForce GTX 950,2 GB,1102 MHz,1279 MHz,Black,283 mm,https://www.amazon.com/s?k=Zotac+ZT-90602-10M+GeForce+GTX+950+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte GV-N950XTREME-2GD GeForce GTX 950 2 GB Graphics Card,4.5,,GeForce GTX 950,2 GB,1203 MHz,1405 MHz,Black,240 mm,https://www.amazon.com/s?k=Gigabyte+GV-N950XTREME-2GD+GeForce+GTX+950+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus R9NANO-4G-WHITE Radeon R9 Nano 4 GB Graphics Card,,,Radeon R9 Nano,4 GB,1000 MHz,N/A,White,153 mm,https://www.amazon.com/s?k=Asus+R9NANO-4G-WHITE+Radeon+R9+Nano+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus R7360-OC-2GD5-V2 Radeon R7 360 2 GB Graphics Card,,,Radeon R7 360,2 GB,1070 MHz,1090 MHz,Black / Red,220 mm,https://www.amazon.com/s?k=Asus+R7360-OC-2GD5-V2+Radeon+R7+360+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA VR EDITION GeForce GTX 980 Ti 6 GB Graphics Card,,,GeForce GTX 980 Ti,6 GB,1000 MHz,1076 MHz,Black / Silver,267 mm,https://www.amazon.com/s?k=EVGA+VR+EDITION+GeForce+GTX+980+Ti+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Zotac ZT-71301-20L GeForce GT 710 1 GB Graphics Card,3.0,,GeForce GT 710,1 GB,954 MHz,N/A,Black,146 mm,https://www.amazon.com/s?k=Zotac+ZT-71301-20L+GeForce+GT+710+1+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA 06G-P4-0998-KR GeForce GTX 980 Ti 6 GB Graphics Card,,,GeForce GTX 980 Ti,6 GB,1190 MHz,1291 MHz,Black / Silver,280 mm,https://www.amazon.com/s?k=EVGA+06G-P4-0998-KR+GeForce+GTX+980+Ti+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX DD Radeon R9 380X 4 GB Graphics Card,5.0,,Radeon R9 380X,4 GB,1030 MHz,N/A,Black / Silver,234 mm,https://www.amazon.com/s?k=XFX+DD+Radeon+R9+380X+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus MINI-GTX950-2G GeForce GTX 950 75W 2 GB Graphics Card,5.0,,GeForce GTX 950 75W,2 GB,1026 MHz,1228 MHz,Red / Black,172 mm,https://www.amazon.com/s?k=Asus+MINI-GTX950-2G+GeForce+GTX+950+75W+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI ARMOR GeForce GTX 1080 8 GB Graphics Card,,,GeForce GTX 1080,8 GB,1657 MHz,1797 MHz,Black / White,279 mm,https://www.amazon.com/s?k=MSI+ARMOR+GeForce+GTX+1080+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Inno3D iChill X4 GeForce GTX 1080 8 GB Graphics Card,,,GeForce GTX 1080,8 GB,1759 MHz,1898 MHz,Black / Gray,303 mm,https://www.amazon.com/s?k=Inno3D+iChill+X4+GeForce+GTX+1080+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus R7250-2GD5 Radeon R7 250 2 GB Graphics Card,,,Radeon R7 250,2 GB,725 MHz,925 MHz,Black / Red,168 mm,https://www.amazon.com/s?k=Asus+R7250-2GD5+Radeon+R7+250+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte GV-RX480D5-8GD-B Radeon RX 480 8 GB Graphics Card,5.0,,Radeon RX 480,8 GB,1120 MHz,1266 MHz,Black / Red,242 mm,https://www.amazon.com/s?k=Gigabyte+GV-RX480D5-8GD-B+Radeon+RX+480+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
HIS IceQ X² OC Radeon RX 470 4 GB Graphics Card,,,Radeon RX 470,4 GB,926 MHz,1226 MHz,Black / Blue,241 mm,https://www.amazon.com/s?k=HIS+IceQ+X%C2%B2+OC+Radeon+RX+470+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
GALAX EX OC GeForce GTX 1060 6GB 6 GB Graphics Card,4.7,,GeForce GTX 1060 6GB,6 GB,1544 MHz,1759 MHz,Black,268 mm,https://www.amazon.com/s?k=GALAX+EX+OC+GeForce+GTX+1060+6GB+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GAMING GeForce GTX 1060 3GB 3 GB Graphics Card,5.0,,GeForce GTX 1060 3GB,3 GB,1506 MHz,1708 MHz,Black / Red,277 mm,https://www.amazon.com/s?k=MSI+GAMING+GeForce+GTX+1060+3GB+3+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
KFA2 OC GeForce GTX 1050 2 GB Graphics Card,,,GeForce GTX 1050,2 GB,1366 MHz,1468 MHz,Black,196 mm,https://www.amazon.com/s?k=KFA2+OC+GeForce+GTX+1050+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
KFA2 EX GeForce GTX 1060 6GB 6 GB Graphics Card,,,GeForce GTX 1060 6GB,6 GB,1556 MHz,1771 MHz,White,251 mm,https://www.amazon.com/s?k=KFA2+EX+GeForce+GTX+1060+6GB+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX RX-460P4TFG5 Radeon RX 460 4 GB Graphics Card,5.0,,Radeon RX 460,4 GB,1090 MHz,1220 MHz,Black / Red,170 mm,https://www.amazon.com/s?k=XFX+RX-460P4TFG5+Radeon+RX+460+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus DUAL GeForce GTX 1050 2 GB Graphics Card,4.5,,GeForce GTX 1050,2 GB,1404 MHz,1518 MHz,White / Blue,212 mm,https://www.amazon.com/s?k=Asus+DUAL+GeForce+GTX+1050+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus STRIX Radeon RX 560 - 1024 4 GB Graphics Card,,,Radeon RX 560 - 1024,4 GB,1175 MHz,1285 MHz,Black,194 mm,https://www.amazon.com/s?k=Asus+STRIX+Radeon+RX+560+-+1024+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA SC2 ELITE GAMING GeForce GTX 1080 Ti 11 GB Graphics Card,,,GeForce GTX 1080 Ti,11 GB,1556 MHz,1670 MHz,White / Black,267 mm,https://www.amazon.com/s?k=EVGA+SC2+ELITE+GAMING+GeForce+GTX+1080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor Red Dragon OC Radeon RX 560 - 1024 2 GB Graphics Card,,,Radeon RX 560 - 1024,2 GB,1175 MHz,1180 MHz,Black,225 mm,https://www.amazon.com/s?k=PowerColor+Red+Dragon+OC+Radeon+RX+560+-+1024+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor Red Dragon OC Radeon RX 560 - 1024 4 GB Graphics Card,,,Radeon RX 560 - 1024,4 GB,1175 MHz,1288 MHz,Black,225 mm,https://www.amazon.com/s?k=PowerColor+Red+Dragon+OC+Radeon+RX+560+-+1024+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI LIGHTNING GeForce GTX 1080 Ti 11 GB Graphics Card,5.0,,GeForce GTX 1080 Ti,11 GB,1518 MHz,1632 MHz,Black / White,320 mm,https://www.amazon.com/s?k=MSI+LIGHTNING+GeForce+GTX+1080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA FTW2 GAMING iCX GeForce GTX 1060 6GB 6 GB Graphics Card,5.0,,GeForce GTX 1060 6GB,6 GB,1632 MHz,1860 MHz,Black / White,267 mm,https://www.amazon.com/s?k=EVGA+FTW2+GAMING+iCX+GeForce+GTX+1060+6GB+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI WAVE Radeon RX VEGA 64 8 GB Graphics Card,,,Radeon RX VEGA 64,8 GB,1406 MHz,1677 MHz,Silver / Red,283 mm,https://www.amazon.com/s?k=MSI+WAVE+Radeon+RX+VEGA+64+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI DUKE OC GeForce GTX 1070 8 GB Graphics Card,,,GeForce GTX 1070,8 GB,1607 MHz,1797 MHz,Black / Silver,312 mm,https://www.amazon.com/s?k=MSI+DUKE+OC+GeForce+GTX+1070+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte XTREME GeForce GTX 1060 6GB 6 GB Graphics Card,,,GeForce GTX 1060 6GB,6 GB,1506 MHz,1873 MHz,Black,281 mm,https://www.amazon.com/s?k=Gigabyte+XTREME+GeForce+GTX+1060+6GB+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
GALAX HOF GeForce GTX 1070 Ti 8 GB Graphics Card,,,GeForce GTX 1070 Ti,8 GB,1607 MHz,1683 MHz,White,330 mm,https://www.amazon.com/s?k=GALAX+HOF+GeForce+GTX+1070+Ti+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Inno3D iChill X4 GeForce GTX 1070 8 GB Graphics Card,,,GeForce GTX 1070,8 GB,1620 MHz,1822 MHz,Silver / Black,300 mm,https://www.amazon.com/s?k=Inno3D+iChill+X4+GeForce+GTX+1070+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PNY VCGGTX10606PB-SF GeForce GTX 1060 6GB 6 GB Graphics Card,,,GeForce GTX 1060 6GB,6 GB,1506 MHz,1708 MHz,Black,251 mm,https://www.amazon.com/s?k=PNY+VCGGTX10606PB-SF+GeForce+GTX+1060+6GB+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ASRock Phantom Gaming Radeon RX VEGA 64 8 GB Graphics Card,,,Radeon RX VEGA 64,8 GB,1247 MHz,1546 MHz,Black / Red,280 mm,https://www.amazon.com/s?k=ASRock+Phantom+Gaming+Radeon+RX+VEGA+64+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GT 710 2GD5H LP GeForce GT 710 2 GB Graphics Card,,,GeForce GT 710,2 GB,954 MHz,N/A,Black,147 mm,https://www.amazon.com/s?k=MSI+GT+710+2GD5H+LP+GeForce+GT+710+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gainward Phoenix GS GeForce RTX 2080 8 GB Graphics Card,,,GeForce RTX 2080,8 GB,1515 MHz,1815 MHz,Black / Silver,292 mm,https://www.amazon.com/s?k=Gainward+Phoenix+GS+GeForce+RTX+2080+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gainward Phoenix GeForce RTX 2080 Ti 11 GB Graphics Card,,,GeForce RTX 2080 Ti,11 GB,1350 MHz,1545 MHz,Black / Silver,292 mm,https://www.amazon.com/s?k=Gainward+Phoenix+GeForce+RTX+2080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX Core Edition Radeon RX 550 - 512 4 GB Graphics Card,,,Radeon RX 550 - 512,4 GB,1203 MHz,N/A,Black / Red,170 mm,https://www.amazon.com/s?k=XFX+Core+Edition+Radeon+RX+550+-+512+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX RX-VEGALDFF6 Radeon RX VEGA 56 8 GB Graphics Card,,,Radeon RX VEGA 56,8 GB,1156 MHz,1471 MHz,Red / Black,290 mm,https://www.amazon.com/s?k=XFX+RX-VEGALDFF6+Radeon+RX+VEGA+56+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus DUAL Advanced GeForce RTX 2080 Ti 11 GB Graphics Card,,,GeForce RTX 2080 Ti,11 GB,1350 MHz,1560 MHz,Black / White,268 mm,https://www.amazon.com/s?k=Asus+DUAL+Advanced+GeForce+RTX+2080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus AREZ OC Radeon RX 560 - 896 4 GB Graphics Card,,,Radeon RX 560 - 896,4 GB,1149 MHz,1197 MHz,Black / Red,221 mm,https://www.amazon.com/s?k=Asus+AREZ+OC+Radeon+RX+560+-+896+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus STRIX Black Ops 4 Edition GeForce RTX 2080 Ti 11 GB Graphics Card,,,GeForce RTX 2080 Ti,11 GB,1350 MHz,1665 MHz,Black,305 mm,https://www.amazon.com/s?k=Asus+STRIX+Black+Ops+4+Edition+GeForce+RTX+2080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte TURBO OC GeForce RTX 2080 8 GB Graphics Card,,,GeForce RTX 2080,8 GB,1710 MHz,1785 MHz,Black,272 mm,https://www.amazon.com/s?k=Gigabyte+TURBO+OC+GeForce+RTX+2080+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte TURBO GeForce RTX 2080 8 GB Graphics Card,,,GeForce RTX 2080,8 GB,1710 MHz,N/A,Black / Silver,272 mm,https://www.amazon.com/s?k=Gigabyte+TURBO+GeForce+RTX+2080+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
GALAX HOF GeForce RTX 2080 Ti 11 GB Graphics Card,,,GeForce RTX 2080 Ti,11 GB,1350 MHz,1635 MHz,White,330 mm,https://www.amazon.com/s?k=GALAX+HOF+GeForce+RTX+2080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus RADEONVII-16G Radeon VII 16 GB Graphics Card,,,Radeon VII,16 GB,1400 MHz,1750 MHz,Silver,267 mm,https://www.amazon.com/s?k=Asus+RADEONVII-16G+Radeon+VII+16+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI AERO ITX GeForce GTX 1660 Ti 6 GB Graphics Card,,,GeForce GTX 1660 Ti,6 GB,1500 MHz,1770 MHz,Black / White,178 mm,https://www.amazon.com/s?k=MSI+AERO+ITX+GeForce+GTX+1660+Ti+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus TUF GeForce GTX 1660 Ti 6 GB Graphics Card,,,GeForce GTX 1660 Ti,6 GB,1500 MHz,1800 MHz,Black / Gray,205 mm,https://www.amazon.com/s?k=Asus+TUF+GeForce+GTX+1660+Ti+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus AREZ Expedition Radeon RX 570 8 GB Graphics Card,,,Radeon RX 570,8 GB,1168 MHz,1266 MHz,Black / Red,240 mm,https://www.amazon.com/s?k=Asus+AREZ+Expedition+Radeon+RX+570+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus STRIX GAMING Advanced OC GeForce GTX 1650 G5 4 GB Graphics Card,,,GeForce GTX 1650 G5,4 GB,1485 MHz,1710 MHz,Black,242 mm,https://www.amazon.com/s?k=Asus+STRIX+GAMING+Advanced+OC+GeForce+GTX+1650+G5+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
EVGA XC ULTRA GAMING GeForce GTX 1650 G5 4 GB Graphics Card,,,GeForce GTX 1650 G5,4 GB,1485 MHz,1875 MHz,Black,202 mm,https://www.amazon.com/s?k=EVGA+XC+ULTRA+GAMING+GeForce+GTX+1650+G5+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX RX-57XL8MFG6 Radeon RX 5700 8 GB Graphics Card,4.5,,Radeon RX 5700,8 GB,1465 MHz,1725 MHz,Silver,267 mm,https://www.amazon.com/s?k=XFX+RX-57XL8MFG6+Radeon+RX+5700+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Palit Super JetStream GeForce RTX 2080 8 GB Graphics Card,,,GeForce RTX 2080,8 GB,1515 MHz,1860 MHz,Black / Silver,292 mm,https://www.amazon.com/s?k=Palit+Super+JetStream+GeForce+RTX+2080+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
ASRock RX5700 XT 8G Radeon RX 5700 XT 8 GB Graphics Card,,,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Silver / Black,285 mm,https://www.amazon.com/s?k=ASRock+RX5700+XT+8G+Radeon+RX+5700+XT+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GeForce RTX 2080 Ti VENTUS 11G OCV1 GeForce RTX 2080 Ti 11 GB Graphics Card,,,GeForce RTX 2080 Ti,11 GB,1350 MHz,1575 MHz,Silver / Black,268 mm,https://www.amazon.com/s?k=MSI+GeForce+RTX+2080+Ti+VENTUS+11G+OCV1+GeForce+RTX+2080+Ti+11+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
VisionTek OC Limited Edition Radeon RX 590 8 GB Graphics Card,,,Radeon RX 590,8 GB,1469 MHz,1600 MHz,Black / Red,270 mm,https://www.amazon.com/s?k=VisionTek+OC+Limited+Edition+Radeon+RX+590+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Inno3D Twin X2 OC RGB GeForce RTX 2060 SUPER 8 GB Graphics Card,,,GeForce RTX 2060 SUPER,8 GB,1470 MHz,1665 MHz,Black,220 mm,https://www.amazon.com/s?k=Inno3D+Twin+X2+OC+RGB+GeForce+RTX+2060+SUPER+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Inno3D Gaming OC X2 GeForce RTX 2070 SUPER 8 GB Graphics Card,,,GeForce RTX 2070 SUPER,8 GB,1605 MHz,1815 MHz,Black,300 mm,https://www.amazon.com/s?k=Inno3D+Gaming+OC+X2+GeForce+RTX+2070+SUPER+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX THICC III Pro Radeon RX 5600 XT 6 GB Graphics Card,,,Radeon RX 5600 XT,6 GB,1247 MHz,1750 MHz,Black,326 mm,https://www.amazon.com/s?k=XFX+THICC+III+Pro+Radeon+RX+5600+XT+6+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Palit KalmX GeForce GTX 1650 G5 4 GB Graphics Card,,,GeForce GTX 1650 G5,4 GB,1485 MHz,1665 MHz,Silver,178 mm,https://www.amazon.com/s?k=Palit+KalmX+GeForce+GTX+1650+G5+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
PowerColor Red Dragon Radeon RX 5500 XT 8 GB Graphics Card,5.0,,Radeon RX 5500 XT,8 GB,1685 MHz,1845 MHz,Black / Silver,227 mm,https://www.amazon.com/s?k=PowerColor+Red+Dragon+Radeon+RX+5500+XT+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Palit White GameRock GeForce RTX 2080 SUPER 8 GB Graphics Card,,,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1830 MHz,White,292 mm,https://www.amazon.com/s?k=Palit+White+GameRock+GeForce+RTX+2080+SUPER+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Gigabyte OC Radeon RX 560 - 1024 2 GB Graphics Card,,,Radeon RX 560 - 1024,2 GB,1176 MHz,1199 MHz,Black / Orange,170 mm,https://www.amazon.com/s?k=Gigabyte+OC+Radeon+RX+560+-+1024+2+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Palit GP OC GeForce RTX 2080 SUPER 8 GB Graphics Card,,,GeForce RTX 2080 SUPER,8 GB,1650 MHz,1845 MHz,Black,288 mm,https://www.amazon.com/s?k=Palit+GP+OC+GeForce+RTX+2080+SUPER+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Inno3D iChill X3 GeForce RTX 3070 8 GB Graphics Card,,,GeForce RTX 3070,8 GB,1500 MHz,1785 MHz,Black / Silver,300 mm,https://www.amazon.com/s?k=Inno3D+iChill+X3+GeForce+RTX+3070+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI TWIN FAN GeForce RTX 3060 Ti 8 GB Graphics Card,,,GeForce RTX 3060 Ti,8 GB,1410 MHz,1665 MHz,Black / Silver,230 mm,https://www.amazon.com/s?k=MSI+TWIN+FAN+GeForce+RTX+3060+Ti+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI VENTUS 3X GeForce RTX 3060 Ti 8 GB Graphics Card,,,GeForce RTX 3060 Ti,8 GB,1410 MHz,1665 MHz,Black / Silver,316 mm,https://www.amazon.com/s?k=MSI+VENTUS+3X+GeForce+RTX+3060+Ti+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
KFA2 EX (1-Click OC) GeForce RTX 3070 Ti 8 GB Graphics Card,,,GeForce RTX 3070 Ti,8 GB,1575 MHz,1815 MHz,Black,299 mm,https://www.amazon.com/s?k=KFA2+EX+%281-Click+OC%29+GeForce+RTX+3070+Ti+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GAMING TRIO PLUS GeForce RTX 3070 LHR 8 GB Graphics Card,,$669.99,GeForce RTX 3070 LHR,8 GB,1500 MHz,1770 MHz,Black,323 mm,https://www.amazon.com/dp/B09K6XSTSV?tag=bgfg-pc-builder-us-20
MSI VENTUS 3X GeForce RTX 3080 10GB LHR 10 GB Graphics Card,,,GeForce RTX 3080 10GB LHR,10 GB,1440 MHz,1710 MHz,Black,305 mm,https://www.amazon.com/s?k=MSI+VENTUS+3X+GeForce+RTX+3080+10GB+LHR+10+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Inno3D iChill Black GeForce RTX 3080 12GB LHR 12 GB Graphics Card,,,GeForce RTX 3080 12GB LHR,12 GB,1260 MHz,1755 MHz,Black,226 mm,https://www.amazon.com/s?k=Inno3D+iChill+Black+GeForce+RTX+3080+12GB+LHR+12+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus TUF GAMING OC GeForce GTX 1630 4 GB Graphics Card,,$189.99,GeForce GTX 1630,4 GB,1740 MHz,1845 MHz,Black,204 mm,https://www.amazon.com/s?k=Asus+TUF+GAMING+OC+GeForce+GTX+1630+4+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
MSI GeForce RTX 3070 LHR 8GB SUPRIM x GODZILLA GeForce RTX 3070 LHR 8 GB Graphics Card,,,GeForce RTX 3070 LHR,8 GB,1500 MHz,1920 MHz,Red / Black,335 mm,https://www.amazon.com/s?k=MSI+GeForce+RTX+3070+LHR+8GB+SUPRIM+x+GODZILLA+GeForce+RTX+3070+LHR+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX Raw II Ultra Radeon RX 5700 XT 8 GB Graphics Card,,,Radeon RX 5700 XT,8 GB,1605 MHz,1980 MHz,Black,278 mm,https://www.amazon.com/s?k=XFX+Raw+II+Ultra+Radeon+RX+5700+XT+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
XFX RAW II Radeon RX 5700 XT 8 GB Graphics Card,,,Radeon RX 5700 XT,8 GB,1605 MHz,1905 MHz,Black,278 mm,https://www.amazon.com/s?k=XFX+RAW+II+Radeon+RX+5700+XT+8+GB+Graphics+Card&tag=bgfg-pc-builder-us-20
Asus DUAL OC GeForce GTX 1630 4 GB Video Card,,,GeForce GTX 1630,4 GB,1740 MHz,1830 MHz,Black / Silver,213 mm,https://www.amazon.com/s?k=Asus+DUAL+OC+GeForce+GTX+1630+4+GB+Video+Card&tag=bgfg-pc-builder-us-20
Asus Phoenix EVO GeForce GTX 1650 G6 4 GB Video Card,,,GeForce GTX 1650 G6,4 GB,1410 MHz,1620 MHz,Black,197 mm,https://www.amazon.com/s?k=Asus+Phoenix+EVO+GeForce+GTX+1650+G6+4+GB+Video+Card&tag=bgfg-pc-builder-us-20
Gigabyte OC GeForce GTX 1630 4 GB Video Card,,,GeForce GTX 1630,4 GB,1740 MHz,1815 MHz,Black,153 mm,https://www.amazon.com/s?k=Gigabyte+OC+GeForce+GTX+1630+4+GB+Video+Card&tag=bgfg-pc-builder-us-20
Gigabyte GV-N206SGAMING-8GD GeForce RTX 2060 SUPER 8 GB Video Card,,,GeForce RTX 2060 SUPER,8 GB,1470 MHz,1650 MHz,Black,280 mm,https://www.amazon.com/s?k=Gigabyte+GV-N206SGAMING-8GD+GeForce+RTX+2060+SUPER+8+GB+Video+Card&tag=bgfg-pc-builder-us-20
